"rules","support","confidence","lift","count"
"373","{Product G,Product I,Product O} => {Product D}",0.0666666666666667,1,5,1
"374","{Product D,Product E,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"375","{Product D,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"376","{Product D,Product E,Product J} => {Product O}",0.0666666666666667,1,3.75,1
"377","{Product E,Product J,Product O} => {Product D}",0.0666666666666667,1,5,1
"378","{Product D,Product E,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"379","{Product D,Product H,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"380","{Product E,Product H,Product O} => {Product D}",0.0666666666666667,1,5,1
"381","{Product D,Product E,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"382","{Product D,Product F,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"383","{Product E,Product F,Product O} => {Product D}",0.0666666666666667,1,5,1
"384","{Product D,Product E,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"385","{Product D,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"386","{Product D,Product E,Product I} => {Product O}",0.0666666666666667,1,3.75,1
"387","{Product E,Product I,Product O} => {Product D}",0.0666666666666667,1,5,1
"388","{Product D,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"389","{Product D,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"390","{Product D,Product H,Product J} => {Product O}",0.0666666666666667,1,3.75,1
"391","{Product H,Product J,Product O} => {Product D}",0.0666666666666667,1,5,1
"392","{Product D,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"393","{Product D,Product F,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"394","{Product D,Product F,Product J} => {Product O}",0.0666666666666667,1,3.75,1
"395","{Product F,Product J,Product O} => {Product D}",0.0666666666666667,1,5,1
"396","{Product D,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"397","{Product D,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"398","{Product D,Product I,Product J} => {Product O}",0.0666666666666667,1,3.75,1
"399","{Product I,Product J,Product O} => {Product D}",0.0666666666666667,1,5,1
"400","{Product D,Product H,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"401","{Product D,Product F,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"402","{Product F,Product H,Product O} => {Product D}",0.0666666666666667,1,5,1
"403","{Product D,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"404","{Product D,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"405","{Product D,Product H,Product I} => {Product O}",0.0666666666666667,1,3.75,1
"406","{Product H,Product I,Product O} => {Product D}",0.0666666666666667,1,5,1
"407","{Product D,Product F,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"408","{Product D,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"409","{Product D,Product F,Product I} => {Product O}",0.0666666666666667,1,3.75,1
"410","{Product F,Product I,Product O} => {Product D}",0.0666666666666667,1,5,1
"411","{Product D,Product G,Product J} => {Product E}",0.0666666666666667,1,2.5,1
"412","{Product D,Product E,Product J} => {Product G}",0.0666666666666667,1,3,1
"413","{Product D,Product E,Product G} => {Product H}",0.2,1,2.14285714285714,3
"414","{Product D,Product G,Product H} => {Product E}",0.2,1,2.5,3
"415","{Product D,Product E,Product H} => {Product G}",0.2,1,3,3
"416","{Product D,Product E,Product G} => {Product F}",0.2,1,2.14285714285714,3
"417","{Product D,Product F,Product G} => {Product E}",0.2,1,2.5,3
"418","{Product D,Product E,Product F} => {Product G}",0.2,1,3,3
"419","{Product D,Product G,Product I} => {Product E}",0.0666666666666667,1,2.5,1
"420","{Product D,Product E,Product I} => {Product G}",0.0666666666666667,1,3,1
"421","{Product D,Product G,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"422","{Product D,Product H,Product J} => {Product G}",0.0666666666666667,1,3,1
"423","{Product D,Product G,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"424","{Product D,Product F,Product J} => {Product G}",0.0666666666666667,1,3,1
"425","{Product D,Product G,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"426","{Product D,Product G,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"427","{Product D,Product I,Product J} => {Product G}",0.0666666666666667,1,3,1
"428","{Product D,Product G,Product H} => {Product F}",0.2,1,2.14285714285714,3
"429","{Product D,Product F,Product G} => {Product H}",0.2,1,2.14285714285714,3
"430","{Product D,Product F,Product H} => {Product G}",0.2,1,3,3
"431","{Product D,Product G,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"432","{Product D,Product H,Product I} => {Product G}",0.0666666666666667,1,3,1
"433","{Product D,Product G,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"434","{Product D,Product F,Product I} => {Product G}",0.0666666666666667,1,3,1
"435","{Product D,Product E,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"436","{Product D,Product H,Product J} => {Product E}",0.0666666666666667,1,2.5,1
"437","{Product D,Product E,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"438","{Product D,Product F,Product J} => {Product E}",0.0666666666666667,1,2.5,1
"439","{Product D,Product E,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"440","{Product D,Product E,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"441","{Product D,Product I,Product J} => {Product E}",0.0666666666666667,1,2.5,1
"442","{Product D,Product E,Product H} => {Product F}",0.2,1,2.14285714285714,3
"443","{Product D,Product E,Product F} => {Product H}",0.2,1,2.14285714285714,3
"444","{Product D,Product F,Product H} => {Product E}",0.2,1,2.5,3
"445","{Product D,Product E,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"446","{Product D,Product H,Product I} => {Product E}",0.0666666666666667,1,2.5,1
"447","{Product D,Product E,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"448","{Product D,Product F,Product I} => {Product E}",0.0666666666666667,1,2.5,1
"449","{Product D,Product H,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"450","{Product D,Product F,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"451","{Product D,Product H,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"452","{Product D,Product I,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"453","{Product D,Product H,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"454","{Product D,Product F,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"455","{Product D,Product I,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"456","{Product D,Product F,Product I} => {Product J}",0.0666666666666667,1,2.5,1
"457","{Product D,Product H,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"458","{Product D,Product F,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"459","{Product G,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"460","{Product E,Product K,Product O} => {Product G}",0.0666666666666667,1,3,1
"461","{Product E,Product G,Product O} => {Product K}",0.0666666666666667,1,5,1
"462","{Product G,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"463","{Product J,Product K,Product O} => {Product G}",0.0666666666666667,1,3,1
"464","{Product G,Product J,Product O} => {Product K}",0.0666666666666667,1,5,1
"465","{Product G,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"466","{Product H,Product K,Product O} => {Product G}",0.0666666666666667,1,3,1
"467","{Product G,Product H,Product O} => {Product K}",0.0666666666666667,1,5,1
"468","{Product G,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"469","{Product F,Product K,Product O} => {Product G}",0.0666666666666667,1,3,1
"470","{Product F,Product G,Product O} => {Product K}",0.0666666666666667,1,5,1
"471","{Product G,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"472","{Product I,Product K,Product O} => {Product G}",0.0666666666666667,1,3,1
"473","{Product G,Product I,Product O} => {Product K}",0.0666666666666667,1,5,1
"474","{Product E,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"475","{Product J,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"476","{Product E,Product J,Product O} => {Product K}",0.0666666666666667,1,5,1
"477","{Product E,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"478","{Product H,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"479","{Product E,Product H,Product O} => {Product K}",0.0666666666666667,1,5,1
"480","{Product E,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"481","{Product F,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"482","{Product E,Product F,Product O} => {Product K}",0.0666666666666667,1,5,1
"483","{Product E,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"484","{Product I,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"485","{Product E,Product I,Product O} => {Product K}",0.0666666666666667,1,5,1
"486","{Product J,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"487","{Product H,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"488","{Product H,Product J,Product O} => {Product K}",0.0666666666666667,1,5,1
"489","{Product J,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"490","{Product F,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"491","{Product F,Product J,Product O} => {Product K}",0.0666666666666667,1,5,1
"492","{Product J,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"493","{Product I,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"494","{Product I,Product J,Product O} => {Product K}",0.0666666666666667,1,5,1
"495","{Product H,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"496","{Product F,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"497","{Product F,Product H,Product O} => {Product K}",0.0666666666666667,1,5,1
"498","{Product H,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"499","{Product I,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"500","{Product H,Product I,Product O} => {Product K}",0.0666666666666667,1,5,1
"501","{Product F,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"502","{Product I,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"503","{Product F,Product I,Product O} => {Product K}",0.0666666666666667,1,5,1
"504","{Product E,Product G,Product K} => {Product J}",0.133333333333333,1,2.5,2
"505","{Product G,Product J,Product K} => {Product E}",0.133333333333333,1,2.5,2
"506","{Product E,Product G,Product J} => {Product K}",0.133333333333333,1,5,2
"507","{Product E,Product G,Product K} => {Product H}",0.133333333333333,1,2.14285714285714,2
"508","{Product G,Product H,Product K} => {Product E}",0.133333333333333,1,2.5,2
"509","{Product E,Product G,Product K} => {Product F}",0.133333333333333,1,2.14285714285714,2
"510","{Product F,Product G,Product K} => {Product E}",0.133333333333333,1,2.5,2
"511","{Product E,Product G,Product K} => {Product I}",0.133333333333333,1,1.36363636363636,2
"512","{Product G,Product I,Product K} => {Product E}",0.133333333333333,1,2.5,2
"513","{Product E,Product G,Product I} => {Product K}",0.133333333333333,1,5,2
"514","{Product G,Product J,Product K} => {Product H}",0.133333333333333,1,2.14285714285714,2
"515","{Product G,Product H,Product K} => {Product J}",0.133333333333333,1,2.5,2
"516","{Product G,Product H,Product J} => {Product K}",0.133333333333333,1,5,2
"517","{Product G,Product J,Product K} => {Product F}",0.133333333333333,1,2.14285714285714,2
"518","{Product F,Product G,Product K} => {Product J}",0.133333333333333,1,2.5,2
"519","{Product G,Product J,Product K} => {Product I}",0.133333333333333,1,1.36363636363636,2
"520","{Product G,Product I,Product K} => {Product J}",0.133333333333333,1,2.5,2
"521","{Product G,Product H,Product K} => {Product F}",0.133333333333333,1,2.14285714285714,2
"522","{Product F,Product G,Product K} => {Product H}",0.133333333333333,1,2.14285714285714,2
"523","{Product G,Product H,Product K} => {Product I}",0.133333333333333,1,1.36363636363636,2
"524","{Product G,Product I,Product K} => {Product H}",0.133333333333333,1,2.14285714285714,2
"525","{Product G,Product H,Product I} => {Product K}",0.133333333333333,1,5,2
"526","{Product F,Product G,Product K} => {Product I}",0.133333333333333,1,1.36363636363636,2
"527","{Product G,Product I,Product K} => {Product F}",0.133333333333333,1,2.14285714285714,2
"528","{Product E,Product J,Product K} => {Product H}",0.2,1,2.14285714285714,3
"529","{Product E,Product H,Product K} => {Product J}",0.2,1,2.5,3
"530","{Product H,Product J,Product K} => {Product E}",0.2,1,2.5,3
"531","{Product E,Product H,Product J} => {Product K}",0.2,1,5,3
"532","{Product E,Product J,Product K} => {Product F}",0.2,1,2.14285714285714,3
"533","{Product E,Product F,Product K} => {Product J}",0.2,1,2.5,3
"534","{Product F,Product J,Product K} => {Product E}",0.2,1,2.5,3
"535","{Product E,Product F,Product J} => {Product K}",0.2,1,5,3
"536","{Product E,Product J,Product K} => {Product I}",0.2,1,1.36363636363636,3
"537","{Product E,Product I,Product K} => {Product J}",0.2,1,2.5,3
"538","{Product I,Product J,Product K} => {Product E}",0.2,1,2.5,3
"539","{Product E,Product I,Product J} => {Product K}",0.2,1,5,3
"540","{Product E,Product H,Product K} => {Product F}",0.2,1,2.14285714285714,3
"541","{Product E,Product F,Product K} => {Product H}",0.2,1,2.14285714285714,3
"542","{Product F,Product H,Product K} => {Product E}",0.2,1,2.5,3
"543","{Product E,Product H,Product K} => {Product I}",0.2,1,1.36363636363636,3
"544","{Product E,Product I,Product K} => {Product H}",0.2,1,2.14285714285714,3
"545","{Product H,Product I,Product K} => {Product E}",0.2,1,2.5,3
"546","{Product E,Product H,Product I} => {Product K}",0.2,1,5,3
"547","{Product E,Product F,Product K} => {Product I}",0.2,1,1.36363636363636,3
"548","{Product E,Product I,Product K} => {Product F}",0.2,1,2.14285714285714,3
"549","{Product F,Product I,Product K} => {Product E}",0.2,1,2.5,3
"550","{Product E,Product F,Product I} => {Product K}",0.2,1,5,3
"551","{Product H,Product J,Product K} => {Product F}",0.2,1,2.14285714285714,3
"552","{Product F,Product J,Product K} => {Product H}",0.2,1,2.14285714285714,3
"553","{Product F,Product H,Product K} => {Product J}",0.2,1,2.5,3
"554","{Product H,Product J,Product K} => {Product I}",0.2,1,1.36363636363636,3
"555","{Product I,Product J,Product K} => {Product H}",0.2,1,2.14285714285714,3
"556","{Product H,Product I,Product K} => {Product J}",0.2,1,2.5,3
"557","{Product F,Product J,Product K} => {Product I}",0.2,1,1.36363636363636,3
"558","{Product I,Product J,Product K} => {Product F}",0.2,1,2.14285714285714,3
"559","{Product F,Product I,Product K} => {Product J}",0.2,1,2.5,3
"560","{Product F,Product H,Product K} => {Product I}",0.2,1,1.36363636363636,3
"561","{Product H,Product I,Product K} => {Product F}",0.2,1,2.14285714285714,3
"562","{Product F,Product I,Product K} => {Product H}",0.2,1,2.14285714285714,3
"563","{Product L,Product M,Product O} => {Product B}",0.0666666666666667,1,2.5,1
"564","{Product B,Product M,Product O} => {Product L}",0.0666666666666667,1,3,1
"565","{Product B,Product L,Product M} => {Product O}",0.0666666666666667,1,3.75,1
"566","{Product B,Product L,Product O} => {Product M}",0.0666666666666667,1,3.75,1
"567","{Product L,Product M,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"568","{Product C,Product M,Product O} => {Product L}",0.0666666666666667,1,3,1
"569","{Product C,Product L,Product O} => {Product M}",0.0666666666666667,1,3.75,1
"570","{Product B,Product M,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"571","{Product C,Product M,Product O} => {Product B}",0.0666666666666667,1,2.5,1
"572","{Product B,Product L,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"573","{Product B,Product C,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"574","{Product A,Product L,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"575","{Product A,Product J,Product M} => {Product L}",0.0666666666666667,1,3,1
"576","{Product A,Product L,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"577","{Product C,Product J,Product M} => {Product L}",0.0666666666666667,1,3,1
"578","{Product C,Product J,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"579","{Product H,Product L,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"580","{Product C,Product H,Product M} => {Product L}",0.0666666666666667,1,3,1
"581","{Product C,Product H,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"582","{Product F,Product L,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"583","{Product C,Product F,Product M} => {Product L}",0.0666666666666667,1,3,1
"584","{Product C,Product F,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"585","{Product C,Product I,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"586","{Product H,Product L,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"587","{Product H,Product J,Product M} => {Product L}",0.0666666666666667,1,3,1
"588","{Product H,Product J,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"589","{Product F,Product L,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"590","{Product F,Product J,Product M} => {Product L}",0.0666666666666667,1,3,1
"591","{Product J,Product L,Product M} => {Product I}",0.133333333333333,1,1.36363636363636,2
"592","{Product I,Product L,Product M} => {Product J}",0.133333333333333,1,2.5,2
"593","{Product I,Product J,Product M} => {Product L}",0.133333333333333,1,3,2
"594","{Product H,Product L,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"595","{Product F,Product L,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"596","{Product F,Product H,Product M} => {Product L}",0.0666666666666667,1,3,1
"597","{Product F,Product H,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"598","{Product H,Product L,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"599","{Product H,Product I,Product M} => {Product L}",0.0666666666666667,1,3,1
"600","{Product H,Product I,Product L} => {Product M}",0.0666666666666667,1,3.75,1
"601","{Product F,Product L,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"602","{Product F,Product I,Product M} => {Product L}",0.0666666666666667,1,3,1
"603","{Product A,Product B,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"604","{Product A,Product C,Product M} => {Product B}",0.0666666666666667,1,2.5,1
"605","{Product A,Product B,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"606","{Product B,Product I,Product M} => {Product A}",0.0666666666666667,1,2.14285714285714,1
"607","{Product B,Product I,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"608","{Product A,Product C,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"609","{Product A,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"610","{Product C,Product J,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"611","{Product C,Product H,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"612","{Product H,Product J,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"613","{Product C,Product H,Product J} => {Product M}",0.0666666666666667,1,3.75,1
"614","{Product C,Product J,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"615","{Product C,Product F,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"616","{Product F,Product J,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"617","{Product C,Product F,Product J} => {Product M}",0.0666666666666667,1,3.75,1
"618","{Product C,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"619","{Product C,Product I,Product J} => {Product M}",0.0666666666666667,1,3.75,1
"620","{Product C,Product H,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"621","{Product C,Product F,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"622","{Product F,Product H,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"623","{Product C,Product F,Product H} => {Product M}",0.0666666666666667,1,3.75,1
"624","{Product C,Product H,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"625","{Product H,Product I,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"626","{Product C,Product H,Product I} => {Product M}",0.0666666666666667,1,3.75,1
"627","{Product C,Product F,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"628","{Product F,Product I,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"629","{Product C,Product F,Product I} => {Product M}",0.0666666666666667,1,3.75,1
"630","{Product H,Product J,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"631","{Product F,Product J,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"632","{Product F,Product H,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"633","{Product H,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"634","{Product H,Product I,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"635","{Product F,Product J,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"636","{Product F,Product I,Product M} => {Product J}",0.0666666666666667,1,2.5,1
"637","{Product F,Product H,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"638","{Product H,Product I,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"639","{Product F,Product I,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"640","{Product B,Product L,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714,1
"641","{Product C,Product L,Product O} => {Product B}",0.0666666666666667,1,2.5,1
"642","{Product B,Product C,Product L} => {Product O}",0.0666666666666667,1,3.75,1
"643","{Product A,Product B,Product O} => {Product C}",0.133333333333333,1,2.14285714285714,2
"644","{Product A,Product C,Product O} => {Product B}",0.133333333333333,1,2.5,2
"645","{Product A,Product B,Product O} => {Product I}",0.133333333333333,1,1.36363636363636,2
"646","{Product B,Product I,Product O} => {Product A}",0.133333333333333,1,2.14285714285714,2
"647","{Product A,Product I,Product O} => {Product B}",0.133333333333333,1,2.5,2
"648","{Product B,Product I,Product O} => {Product C}",0.133333333333333,1,2.14285714285714,2
"649","{Product C,Product I,Product O} => {Product B}",0.133333333333333,1,2.5,2
"650","{Product E,Product G,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"651","{Product G,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"652","{Product E,Product J,Product O} => {Product G}",0.0666666666666667,1,3,1
"653","{Product E,Product G,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"654","{Product G,Product H,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"655","{Product E,Product H,Product O} => {Product G}",0.0666666666666667,1,3,1
"656","{Product E,Product G,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"657","{Product F,Product G,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"658","{Product E,Product F,Product O} => {Product G}",0.0666666666666667,1,3,1
"659","{Product E,Product G,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"660","{Product G,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"661","{Product E,Product I,Product O} => {Product G}",0.0666666666666667,1,3,1
"662","{Product G,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"663","{Product G,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"664","{Product H,Product J,Product O} => {Product G}",0.0666666666666667,1,3,1
"665","{Product G,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"666","{Product F,Product G,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"667","{Product F,Product J,Product O} => {Product G}",0.0666666666666667,1,3,1
"668","{Product G,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"669","{Product G,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"670","{Product I,Product J,Product O} => {Product G}",0.0666666666666667,1,3,1
"671","{Product G,Product H,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"672","{Product F,Product G,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"673","{Product F,Product H,Product O} => {Product G}",0.0666666666666667,1,3,1
"674","{Product G,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"675","{Product G,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"676","{Product H,Product I,Product O} => {Product G}",0.0666666666666667,1,3,1
"677","{Product F,Product G,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"678","{Product G,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"679","{Product F,Product I,Product O} => {Product G}",0.0666666666666667,1,3,1
"680","{Product A,Product C,Product O} => {Product I}",0.133333333333333,1,1.36363636363636,2
"681","{Product A,Product I,Product O} => {Product C}",0.133333333333333,1,2.14285714285714,2
"682","{Product C,Product I,Product O} => {Product A}",0.133333333333333,1,2.14285714285714,2
"683","{Product E,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"684","{Product E,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"685","{Product H,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"686","{Product E,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"687","{Product E,Product F,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"688","{Product F,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"689","{Product E,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"690","{Product E,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"691","{Product I,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"692","{Product E,Product H,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"693","{Product E,Product F,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"694","{Product F,Product H,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"695","{Product E,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"696","{Product E,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"697","{Product H,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"698","{Product E,Product F,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"699","{Product E,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"700","{Product F,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5,1
"701","{Product H,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"702","{Product F,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"703","{Product F,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"704","{Product H,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"705","{Product I,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"706","{Product H,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"707","{Product F,Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"708","{Product I,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"709","{Product F,Product I,Product O} => {Product J}",0.0666666666666667,1,2.5,1
"710","{Product F,Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636,1
"711","{Product H,Product I,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714,1
"712","{Product F,Product I,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714,1
"713","{Product A,Product G,Product L} => {Product J}",0.0666666666666667,1,2.5,1
"714","{Product G,Product J,Product L} => {Product A}",0.0666666666666667,1,2.14285714285714,1
"715","{Product A,Product G,Product J} => {Product L}",0.0666666666666667,1,3,1
"716","{Product A,Product G,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714,1
