Cust_id,Age,Annual_Income_Lacs,Twitter User,Number of Vehicles,Gender,Married,Daily hours of work,Affluent_Lifestyle,No of Dependents,Urban_residence,Social,Outstation_Travel_last_year
7274,25,24.6,1,2,0,1,11,1,6,1,1,5
5495,25,24.6,1,5,0,0,10,1,1,1,1,5
3599,25,24.7,1,3,0,0,10,0,2,1,1,6
2579,25,24.7,1,1,0,0,11,0,2,1,1,9
4307,25,24.7,1,3,0,0,12,0,2,1,1,10
5129,25,24.8,1,3,0,0,13,0,0,1,1,6
5815,25,24.8,1,3,0,0,14,1,0,1,1,5
7059,25,24.8,1,4,0,0,9,1,1,1,1,5
6299,25,24.9,1,1,0,0,14,1,1,1,1,9
3025,25,24.9,1,3,0,0,12,0,2,1,1,6
3861,25,24.9,1,4,0,0,13,0,1,1,1,8
3473,25,24.9,1,3,0,0,9,0,0,1,1,6
3535,25,25,1,2,0,0,15,0,2,1,1,10
799,25,25,1,2,0,0,12,0,1,1,1,10
9335,25,25,1,5,0,0,15,1,2,1,1,5
8265,25,25,1,1,0,0,14,1,0,1,1,8
5018,25,25,1,4,0,1,11,0,1,1,1,5
4975,25,25,1,2,0,0,11,0,2,1,1,9
8391,25,25,1,3,0,0,14,1,0,1,1,9
3477,25,25,1,5,0,0,12,0,1,1,1,6
10403,25,25.1,1,2,0,0,13,1,0,1,1,7
1383,25,25.1,1,1,0,0,9,0,1,1,1,7
9025,25,25.2,1,1,0,0,12,1,1,1,1,9
7869,25,25.2,1,4,0,0,10,1,2,1,1,7
1455,25,25.2,1,4,0,0,12,0,2,1,1,10
2055,25,25.2,1,3,0,0,14,0,1,1,1,8
1086,25,25.2,1,4,0,1,14,0,2,1,1,5
3653,25,25.3,1,2,0,0,10,0,1,1,1,10
2465,25,25.3,1,1,0,0,15,0,2,1,1,8
3341,25,25.3,1,1,0,0,13,0,2,1,1,9
8223,25,25.3,1,3,0,0,14,1,0,1,1,9
985,25,25.3,1,5,0,0,14,0,1,1,1,7
8395,25,25.4,1,3,0,0,10,1,2,1,1,7
5109,25,25.4,1,4,0,0,13,0,1,1,1,6
5595,25,25.4,1,1,0,0,13,1,2,1,1,10
6049,25,25.4,1,2,0,0,9,1,0,1,1,8
4749,25,25.4,1,1,0,0,12,0,0,1,1,9
5875,25,25.4,1,3,0,0,11,1,0,1,1,9
2143,25,25.4,1,5,0,0,11,0,1,1,1,7
4631,25,25.5,1,1,0,0,14,0,1,1,1,10
1467,25,25.5,1,3,0,0,10,0,1,1,1,7
2998,25,25.5,1,2,0,1,14,0,8,1,1,8
7961,25,25.5,1,5,0,0,9,1,2,1,1,5
1071,25,25.5,1,5,0,0,9,0,2,1,1,7
8826,25,25.5,1,2,0,1,15,1,2,1,1,7
991,25,25.5,1,2,0,0,12,0,1,1,1,6
3485,25,25.5,1,4,0,0,12,0,1,1,1,7
2007,25,25.5,1,3,0,0,14,0,0,1,1,6
9961,25,25.6,1,4,0,0,9,1,1,1,1,10
10143,25,25.6,1,5,0,0,15,1,2,1,1,9
1105,25,25.7,1,3,0,0,11,0,0,1,1,8
8855,25,25.7,1,5,0,0,14,1,0,1,1,9
719,25,25.7,1,4,0,0,12,0,2,1,1,9
4263,25,25.8,1,4,0,0,13,0,1,1,1,7
9353,25,25.8,1,1,0,0,15,1,1,1,1,7
4981,25,25.8,1,5,0,0,12,0,1,1,1,10
9459,25,25.9,1,2,0,0,14,1,1,1,1,7
6861,25,25.9,1,1,0,0,9,1,2,1,1,8
8117,25,25.9,1,5,0,0,15,1,0,1,1,7
2755,25,25.9,1,3,0,0,11,0,1,1,1,10
8953,25,25.9,1,2,0,0,14,1,2,1,1,10
1387,25,25.9,1,3,0,0,10,0,2,1,1,7
7321,25,25.9,1,1,0,0,14,1,2,1,1,7
147,25,26.1,1,2,0,0,12,0,1,1,1,8
6629,25,26.1,1,5,0,0,11,1,1,1,1,6
1307,25,26.2,1,1,0,0,11,0,0,1,1,5
10319,25,26.2,1,2,0,0,15,1,0,1,1,10
4787,25,26.2,1,3,0,0,12,0,0,1,1,5
6075,25,26.2,1,1,0,0,11,1,0,1,1,6
2893,25,26.3,1,4,0,0,10,0,2,1,1,5
6221,25,26.3,1,1,0,0,12,1,1,1,1,9
4485,25,26.3,1,2,0,0,10,0,2,1,1,6
1073,25,26.4,1,5,0,0,12,0,1,1,1,5
9069,25,26.4,1,5,0,0,12,1,0,1,1,10
9177,25,26.4,1,1,0,0,15,1,1,1,1,9
1507,25,26.4,1,5,0,0,12,0,1,1,1,6
1339,25,26.4,1,5,0,0,13,0,0,1,1,8
2569,25,26.4,1,3,0,0,10,0,0,1,1,10
9551,25,26.4,1,4,0,0,13,1,0,1,1,10
405,25,26.4,1,5,0,0,11,0,2,1,1,6
5728,25,26.4,1,1,0,1,9,1,8,1,1,8
7774,25,26.5,1,5,0,1,11,1,5,1,1,10
10695,25,26.5,1,5,0,0,14,1,0,1,1,8
4759,25,26.6,1,3,0,0,14,0,2,1,1,10
7747,25,26.6,1,4,0,0,9,1,0,1,1,10
1723,25,26.6,1,5,0,0,9,0,2,1,1,6
6557,25,26.6,1,5,0,0,9,1,1,1,1,8
6651,25,26.7,1,4,0,0,11,1,0,1,1,6
4805,25,26.7,1,1,0,0,12,0,1,1,1,10
7701,25,26.7,1,5,0,0,12,1,2,1,1,7
3657,25,26.7,1,5,0,0,14,0,1,1,1,5
8313,25,26.7,1,1,0,0,12,1,2,1,1,9
7097,25,26.8,1,2,0,0,14,1,0,1,1,5
6023,25,26.8,1,3,0,0,11,1,2,1,1,7
4433,25,26.8,1,4,0,0,9,0,0,1,1,7
9995,25,26.9,1,1,0,0,13,1,0,1,1,9
2821,25,26.9,1,2,0,0,15,0,1,1,1,9
7481,25,26.9,1,3,0,0,15,1,0,1,1,8
7569,25,26.9,1,1,0,0,13,1,0,1,1,10
2907,25,26.9,1,4,0,0,11,0,1,1,1,7
1487,25,27,1,3,0,0,12,0,2,1,1,10
2839,25,27,1,5,0,0,14,0,0,1,1,6
7655,25,27,1,4,0,0,13,1,1,1,1,7
2773,25,27,1,3,0,0,10,0,2,1,1,7
9738,25,27,1,2,0,1,15,1,6,1,1,0
2777,25,27,1,2,0,0,15,0,1,1,1,6
10525,25,27.1,1,2,0,0,13,1,1,1,1,5
308,25,27.1,1,2,0,1,13,0,4,1,1,10
7785,25,27.1,1,3,0,0,14,1,2,1,1,6
3137,25,27.1,1,4,0,0,10,0,1,1,1,5
13,25,27.1,1,1,0,0,12,0,2,1,1,9
7243,25,27.1,1,3,0,0,14,1,0,1,1,9
6191,25,27.2,1,1,0,0,10,1,0,1,1,10
9537,25,27.2,1,1,0,0,14,1,1,1,1,5
4623,25,27.2,1,2,0,0,10,0,0,1,1,10
45,25,27.2,1,5,0,0,14,0,1,1,1,10
1023,25,27.2,1,1,0,0,15,0,1,1,1,6
9243,25,27.2,1,5,0,1,13,1,5,1,1,1
1899,25,27.3,1,5,0,0,12,0,1,1,1,6
1459,25,27.3,1,3,0,0,15,0,0,1,1,5
4245,25,27.3,1,4,0,0,10,0,0,1,1,9
1721,25,27.3,1,5,0,0,12,0,2,1,1,8
337,25,27.3,1,3,0,0,9,0,1,1,1,9
7919,25,27.3,1,1,0,0,14,1,2,1,1,5
6911,25,27.3,1,5,0,0,13,1,2,1,1,8
6601,25,27.4,1,3,0,0,10,1,0,1,1,9
2277,25,27.4,1,1,0,0,9,0,2,1,1,6
1235,25,27.5,1,4,0,0,11,0,1,1,1,5
2605,25,27.5,1,1,0,0,10,0,0,1,1,5
5641,25,27.5,1,1,0,0,9,1,0,1,1,10
3571,25,27.6,1,3,0,0,13,0,0,1,1,8
2025,25,27.6,1,2,0,0,9,0,0,1,1,7
1093,25,27.6,1,1,0,0,10,0,1,1,1,9
3881,25,27.7,1,1,0,0,14,0,1,1,1,10
4181,25,27.7,1,4,0,0,11,0,0,1,1,10
4717,25,27.7,1,3,0,0,11,0,1,1,1,7
10867,25,27.7,1,4,0,0,10,1,2,1,1,8
3799,25,27.7,1,1,0,0,9,0,0,1,1,7
4743,25,27.8,1,2,0,0,10,0,1,1,1,6
305,25,27.8,1,5,0,0,14,0,0,1,1,7
8773,25,27.8,1,1,0,0,13,1,1,1,1,10
8687,25,27.9,1,4,0,0,10,1,2,1,1,7
3480,25,27.9,1,4,0,1,12,0,2,1,1,1
2133,25,27.9,1,4,0,0,9,0,2,1,1,9
437,25,27.9,1,2,0,0,14,0,1,1,1,5
4647,25,27.9,1,4,0,0,15,0,1,1,1,5
10655,25,27.9,1,4,0,0,10,1,1,1,1,8
3173,25,28,1,4,0,0,14,0,1,1,1,8
3289,25,28,1,4,0,0,15,0,0,1,1,10
7485,25,28,1,3,0,0,12,1,2,1,1,8
429,25,28,1,2,0,0,9,0,0,1,1,10
7429,25,28,1,5,0,0,14,1,1,1,1,5
3931,25,28.1,1,5,0,0,9,0,0,1,1,9
4589,25,28.1,1,3,0,0,13,0,2,1,1,8
8937,25,28.1,1,3,0,0,12,1,0,1,1,5
4861,25,28.1,1,2,0,0,12,0,1,1,1,9
10861,25,28.1,1,2,0,0,12,1,1,1,1,7
4453,25,28.1,1,5,0,1,14,0,1,1,1,2
6051,25,28.2,1,5,0,0,15,1,2,1,1,5
169,25,28.2,1,2,0,0,13,0,1,1,1,5
9553,25,28.2,1,4,0,0,12,1,1,1,1,10
2333,25,28.2,1,3,0,0,13,0,0,1,1,10
6559,25,28.2,1,4,0,0,15,1,2,1,1,7
9085,25,28.2,1,3,0,0,13,1,2,1,1,9
6033,25,28.2,1,5,0,0,14,1,0,1,1,9
303,25,28.3,1,4,0,0,11,0,0,1,1,6
10134,25,28.3,1,4,0,1,9,1,4,1,1,5
2573,25,28.3,1,2,0,0,12,0,2,1,1,6
9987,25,28.3,1,4,0,0,11,1,2,1,1,5
7447,25,28.3,1,2,0,0,12,1,0,1,1,8
3175,25,28.3,1,2,0,0,14,0,2,1,1,6
2677,25,28.4,1,4,0,0,9,0,0,1,1,6
8523,25,28.4,1,1,0,0,12,1,2,1,1,5
10237,25,28.5,1,3,0,0,14,1,1,1,1,8
1871,25,28.5,1,3,0,0,12,0,1,1,1,8
10792,25,28.6,1,5,0,1,14,1,8,1,1,6
3017,25,28.6,1,1,0,0,11,0,1,1,1,9
3515,25,28.6,1,2,0,0,15,0,2,1,1,9
9819,25,28.6,1,1,0,0,15,1,1,1,1,10
861,25,28.6,1,4,0,0,10,0,0,1,1,9
8993,25,28.7,1,5,0,0,15,1,0,1,1,7
4811,25,28.7,1,2,0,0,13,0,0,1,1,5
5575,25,28.7,1,3,0,0,13,1,2,1,1,6
3419,25,28.7,1,3,0,0,12,0,1,1,1,9
2253,25,28.7,1,1,0,0,15,0,0,1,1,6
1983,25,28.8,1,2,0,0,10,0,1,1,1,8
5667,25,28.8,1,1,0,0,15,1,2,1,1,9
3453,25,28.8,1,5,0,0,12,0,0,1,1,9
10102,25,28.8,1,3,0,1,12,1,7,1,1,1
2205,25,28.8,1,1,0,0,9,0,2,1,1,6
7933,25,28.8,1,1,0,0,10,1,2,1,1,5
4667,25,28.8,1,5,0,0,13,0,0,1,1,5
10221,25,28.8,1,3,0,0,9,1,1,1,1,7
5035,25,28.8,1,2,0,0,15,0,1,1,1,6
725,25,28.9,1,2,0,0,13,0,0,1,1,8
1377,25,28.9,1,3,0,0,10,0,0,1,1,6
6701,25,28.9,1,4,0,0,13,1,0,1,1,5
2563,25,29,1,4,0,0,11,0,0,1,1,8
5281,25,29,1,3,0,0,9,0,0,1,1,9
6725,25,29,1,2,0,0,9,1,0,1,1,5
7389,25,29,1,1,0,0,12,1,1,1,1,7
5975,25,29,1,3,0,0,12,1,2,1,1,8
10527,25,29,1,2,0,0,13,1,2,1,1,7
2411,25,29,1,4,0,0,12,0,0,1,1,9
10827,25,29.1,1,1,0,0,11,1,0,1,1,5
4980,25,29.1,1,2,0,1,13,0,6,1,1,0
6025,25,29.1,1,3,0,0,14,1,2,1,1,6
9203,25,29.1,1,3,0,0,15,1,1,1,1,5
4063,25,29.1,1,4,0,0,12,0,0,1,1,7
5723,25,29.2,1,1,0,0,15,1,2,1,1,8
10493,25,29.2,1,3,0,0,12,1,2,1,1,7
10789,25,29.2,1,4,0,0,12,1,0,1,1,6
1417,25,29.2,1,5,0,0,11,0,0,1,1,6
873,25,29.2,1,2,0,0,13,0,1,1,1,5
3269,25,29.2,1,1,0,0,12,0,2,1,1,5
9023,25,29.2,1,3,0,0,12,1,2,1,1,8
9175,25,29.3,1,4,0,0,10,1,0,1,1,7
4309,25,29.3,1,1,0,0,12,0,2,1,1,8
5611,25,29.3,1,1,0,0,15,1,0,1,1,10
4625,25,29.3,1,5,0,0,13,0,0,1,1,8
8831,25,29.4,1,4,0,0,14,1,1,1,1,9
449,25,29.4,1,5,0,0,9,0,2,1,1,5
3170,25,29.4,1,5,0,1,9,0,4,1,1,1
5897,25,29.4,1,2,0,0,13,1,1,1,1,6
8867,25,29.5,1,4,0,1,15,1,5,1,1,2
7801,25,29.5,1,1,0,0,14,1,2,1,1,7
6365,25,29.5,1,3,0,0,9,1,0,1,1,10
9319,25,29.5,1,5,0,0,15,1,1,1,1,7
7779,25,29.6,1,4,0,0,12,1,1,1,1,6
2863,25,29.6,1,4,0,0,12,0,1,1,1,10
5079,25,29.6,1,2,0,0,10,0,2,1,1,8
7703,25,29.6,1,3,0,0,12,1,2,1,1,6
1045,25,29.7,1,1,0,0,14,0,1,1,1,5
7971,25,29.7,1,2,0,0,14,1,1,1,1,8
5295,25,29.7,1,3,0,0,14,0,2,1,1,6
5307,25,29.8,1,1,0,0,10,0,0,1,1,8
2991,25,29.9,1,1,0,0,9,0,2,1,1,9
4537,25,29.9,1,2,0,0,10,0,1,1,1,8
8071,25,29.9,1,5,0,0,9,1,0,1,1,5
8105,25,29.9,1,2,0,0,12,1,2,1,1,7
9239,25,29.9,1,2,0,0,12,1,2,1,1,10
4415,25,29.9,1,5,0,0,9,0,2,1,1,5
8735,25,30,1,1,0,0,12,1,2,1,1,10
529,25,30,1,2,0,0,9,0,0,1,1,9
1163,26,0.6,1,1,0,1,9,0,7,1,1,3
7665,26,0.6,1,1,0,1,11,1,4,1,1,0
615,26,0.8,1,3,0,1,15,0,4,1,1,2
2380,26,1.1,1,2,0,1,10,0,5,1,1,6
2102,26,1.2,1,3,0,1,15,0,6,1,1,5
2919,26,1.5,1,4,0,1,9,0,1,1,1,1
570,26,2,1,3,0,1,10,0,2,1,1,9
8578,26,2,1,2,0,1,12,1,1,1,1,10
2260,26,2.3,1,2,0,1,13,0,6,1,1,6
102,26,2.4,1,4,0,1,13,0,1,1,1,2
3462,26,3.1,1,3,0,1,12,0,5,1,1,4
9338,26,3.4,1,2,0,1,13,1,1,1,1,9
7369,26,3.7,1,2,0,1,10,1,1,1,1,1
6116,26,4.1,1,5,0,1,15,1,6,1,1,1
8382,26,4.6,1,1,0,1,12,1,4,1,1,9
533,26,5.2,1,3,0,1,11,0,4,1,1,4
4331,26,5.2,1,3,0,1,9,0,1,1,1,1
4473,26,5.7,1,1,0,1,12,0,2,1,1,4
4070,26,6.1,1,2,0,1,10,0,4,1,1,8
8176,26,6.1,1,3,0,1,13,1,3,1,1,5
5756,26,7.4,1,3,0,1,9,1,2,1,1,10
1192,26,7.5,1,2,0,1,12,0,5,1,1,2
5412,26,7.9,1,3,0,1,12,0,2,1,1,3
5036,26,7.9,1,5,0,1,14,0,5,1,1,7
826,26,8,1,2,0,1,9,0,3,1,1,6
3422,26,8.2,1,4,0,1,15,0,5,1,1,1
2371,26,8.3,1,1,0,1,13,0,6,1,1,3
9946,26,8.4,1,3,0,1,14,1,6,1,1,6
10804,26,8.5,1,1,0,1,12,1,6,1,1,2
2265,26,8.9,1,2,0,1,12,0,4,1,1,3
6164,26,8.9,1,2,0,1,9,1,1,1,1,2
8157,26,8.9,1,1,0,1,10,1,6,1,1,3
596,26,10.1,1,5,0,1,12,0,5,1,1,0
10824,26,10.4,1,3,0,1,11,1,5,1,1,10
10070,26,10.6,1,1,0,1,12,1,7,1,1,10
6611,26,10.6,1,1,0,1,15,1,7,1,1,1
2476,26,11.3,1,5,0,1,13,0,2,1,1,9
7638,26,12.4,1,4,0,1,12,1,7,1,1,0
2560,26,12.8,1,4,0,1,14,0,2,1,1,1
5583,26,13.4,1,3,0,1,12,1,2,1,1,4
7195,26,14.1,1,2,0,1,12,1,5,1,1,0
1090,26,14.2,1,3,0,1,10,0,5,1,1,9
4066,26,14.7,1,4,0,1,13,0,5,1,1,7
7199,26,14.8,1,3,0,1,12,1,2,1,1,1
727,26,15,1,3,0,0,12,0,1,1,1,7
1577,26,15,1,3,0,0,14,0,1,1,1,5
1595,26,15,1,4,0,0,10,0,1,1,1,10
6853,26,15,1,3,0,0,14,1,1,1,1,9
9423,26,15.2,1,1,0,0,15,1,1,1,1,10
1159,26,15.2,1,4,0,0,9,0,1,1,1,8
3139,26,15.2,1,4,0,0,10,0,0,1,1,5
7019,26,15.2,1,5,0,0,11,1,1,1,1,8
8567,26,15.2,1,4,0,0,15,1,2,1,1,6
2489,26,15.2,1,2,0,0,12,0,0,1,1,7
8509,26,15.3,1,1,0,0,12,1,1,1,1,9
5491,26,15.3,1,1,0,0,10,1,1,1,1,9
3123,26,15.3,1,3,0,0,9,0,1,1,1,7
6183,26,15.3,1,5,0,0,13,1,0,1,1,9
9101,26,15.3,1,1,0,0,14,1,1,1,1,10
4101,26,15.3,1,2,0,0,11,0,1,1,1,5
6773,26,15.4,1,4,0,0,14,1,1,1,1,10
803,26,15.4,1,1,0,0,14,0,1,1,1,5
1157,26,15.4,1,5,0,0,12,0,2,1,1,8
5535,26,15.4,1,5,0,0,14,1,2,1,1,6
6135,26,15.5,1,5,0,0,11,1,2,1,1,5
9697,26,15.5,1,3,0,0,11,1,1,1,1,6
5015,26,15.5,1,4,0,0,10,0,0,1,1,6
8963,26,15.5,1,1,0,0,12,1,0,1,1,8
2245,26,15.5,1,3,0,0,11,0,0,1,1,5
10549,26,15.5,1,2,0,0,14,1,0,1,1,8
9655,26,15.5,1,3,0,0,13,1,2,1,1,8
1080,26,15.6,1,1,0,1,12,0,1,1,1,0
4107,26,15.6,1,1,0,0,12,0,1,1,1,8
3793,26,15.6,1,4,0,0,10,0,2,1,1,7
4815,26,15.7,1,5,0,0,12,0,2,1,1,5
5881,26,15.7,1,3,0,0,12,1,1,1,1,7
4163,26,15.7,1,5,0,0,10,0,0,1,1,9
6891,26,15.7,1,3,0,0,13,1,1,1,1,9
5677,26,15.7,1,1,0,0,15,1,1,1,1,8
4657,26,15.7,1,3,0,1,15,0,1,1,1,3
1091,26,15.8,1,2,0,0,13,0,1,1,1,9
4883,26,15.8,1,5,0,0,14,0,1,1,1,7
5731,26,15.8,1,2,0,0,14,1,0,1,1,10
8347,26,15.9,1,2,0,0,15,1,2,1,1,10
5054,26,15.9,1,4,0,1,13,0,5,1,1,5
7657,26,15.9,1,2,0,0,12,1,2,1,1,5
3425,26,15.9,1,1,0,0,13,0,1,1,1,9
9693,26,15.9,1,1,0,0,11,1,2,1,1,9
2939,26,16,1,2,0,0,13,0,2,1,1,9
4215,26,16,1,5,0,0,9,0,0,1,1,6
7849,26,16,1,1,0,0,13,1,1,1,1,8
7239,26,16,1,3,0,0,13,1,2,1,1,7
5985,26,16,1,3,0,0,12,1,0,1,1,5
9563,26,16,1,4,0,0,12,1,0,1,1,8
6715,26,16,1,2,0,1,13,1,5,1,1,3
8651,26,16.1,1,4,0,0,12,1,0,1,1,7
6253,26,16.1,1,1,0,0,10,1,2,1,1,9
4862,26,16.1,1,3,0,1,12,0,5,1,1,9
2933,26,16.1,1,2,0,0,13,0,2,1,1,5
3613,26,16.1,1,4,0,0,14,0,1,1,1,9
4500,26,16.2,1,5,0,1,11,0,3,1,1,4
5557,26,16.2,1,2,0,0,9,1,0,1,1,8
9141,26,16.2,1,2,0,0,12,1,1,1,1,6
1535,26,16.3,1,1,0,0,11,0,0,1,1,5
3947,26,16.3,1,4,0,0,9,0,2,1,1,8
4695,26,16.3,1,1,0,0,12,0,1,1,1,5
4557,26,16.3,1,1,0,0,11,0,2,1,1,9
8537,26,16.3,1,4,0,0,13,1,2,1,1,9
5989,26,16.3,1,5,0,0,11,1,0,1,1,10
6933,26,16.4,1,2,0,0,13,1,1,1,1,9
2831,26,16.4,1,2,0,0,12,0,0,1,1,7
10187,26,16.4,1,3,0,0,14,1,0,1,1,5
10083,26,16.4,1,1,0,0,9,1,1,1,1,6
8909,26,16.4,1,1,0,0,12,1,1,1,1,10
2139,26,16.5,1,1,0,0,14,0,1,1,1,10
2593,26,16.5,1,4,0,0,12,0,2,1,1,9
8499,26,16.5,1,2,0,0,14,1,1,1,1,10
7737,26,16.5,1,3,0,1,13,1,2,1,1,2
7819,26,16.5,1,5,0,0,10,1,0,1,1,9
10359,26,16.5,1,4,0,0,11,1,1,1,1,7
1659,26,16.6,1,1,0,0,10,0,1,1,1,10
5593,26,16.6,1,4,0,0,11,1,2,1,1,9
8979,26,16.7,1,1,0,0,9,1,2,1,1,9
9811,26,16.7,1,3,0,0,11,1,0,1,1,5
10501,26,16.8,1,4,0,0,13,1,2,1,1,7
8549,26,16.8,1,3,0,0,10,1,2,1,1,7
5915,26,16.9,1,3,0,0,13,1,0,1,1,8
6535,26,16.9,1,3,0,0,12,1,2,1,1,9
8392,26,16.9,1,4,0,1,9,1,6,1,1,3
3,26,17,1,5,0,0,15,0,1,1,1,9
6095,26,17,1,5,0,0,12,1,0,1,1,7
7045,26,17.1,1,5,0,0,13,1,1,1,1,9
85,26,17.1,1,5,0,0,13,0,1,1,1,7
4049,26,17.1,1,5,0,0,15,0,0,1,1,7
4001,26,17.1,1,3,0,0,12,0,0,1,1,5
597,26,17.1,1,5,0,0,12,0,0,1,1,5
5381,26,17.1,1,3,0,0,15,0,1,1,1,10
6241,26,17.2,1,1,0,0,15,1,1,1,1,10
9447,26,17.2,1,4,0,0,12,1,1,1,1,9
9929,26,17.2,1,1,0,0,15,1,2,1,1,5
5055,26,17.2,1,2,0,1,13,0,4,1,1,4
3669,26,17.2,1,4,0,0,11,0,2,1,1,6
4327,26,17.2,1,3,0,0,9,0,1,1,1,9
9675,26,17.2,1,3,0,0,13,1,1,1,1,6
1243,26,17.2,1,2,0,0,12,0,1,1,1,6
1799,26,17.3,1,1,0,0,14,0,2,1,1,10
8699,26,17.3,1,3,0,0,10,1,2,1,1,7
4693,26,17.3,1,4,0,0,13,0,2,1,1,9
4439,26,17.4,1,3,0,0,13,0,1,1,1,8
10777,26,17.4,1,3,0,0,13,1,0,1,1,8
10775,26,17.4,1,2,0,0,11,1,2,1,1,8
6871,26,17.4,1,1,0,0,9,1,0,1,1,10
10471,26,17.4,1,1,0,0,14,1,1,1,1,6
4887,26,17.4,1,5,0,0,9,0,0,1,1,5
2439,26,17.4,1,1,0,0,15,0,2,1,1,6
9805,26,17.5,1,3,0,0,14,1,0,1,1,6
1353,26,17.5,1,4,0,0,12,0,2,1,1,7
421,26,17.5,1,1,0,0,12,0,0,1,1,8
7117,26,17.5,1,5,0,0,11,1,2,1,1,5
131,26,17.6,1,2,0,0,15,0,0,1,1,8
4019,26,17.6,1,4,0,0,15,0,0,1,1,7
5089,26,17.6,1,4,0,0,9,0,0,1,1,6
10451,26,17.6,1,3,0,0,15,1,2,1,1,6
3685,26,17.7,1,2,0,0,10,0,1,1,1,7
1313,26,17.7,1,5,0,0,15,0,1,1,1,6
8707,26,17.7,1,4,0,0,12,1,0,1,1,10
10129,26,17.7,1,3,0,0,12,1,1,1,1,6
10505,26,17.7,1,5,0,0,10,1,1,1,1,5
7889,26,17.7,1,5,0,0,15,1,0,1,1,7
1517,26,17.8,1,1,0,0,12,0,2,1,1,9
5243,26,17.9,1,4,0,0,11,0,0,1,1,10
5357,26,17.9,1,2,0,0,9,0,0,1,1,9
9963,26,17.9,1,4,0,0,10,1,0,1,1,5
3643,26,17.9,1,2,0,0,12,0,0,1,1,7
481,26,17.9,1,2,0,0,15,0,0,1,1,5
2153,26,17.9,1,2,0,0,15,0,1,1,1,5
7471,26,17.9,1,1,0,0,11,1,0,1,1,7
9041,26,17.9,1,2,0,0,10,1,0,1,1,8
6696,26,17.9,1,2,0,1,11,1,8,1,1,9
8809,26,17.9,1,1,0,0,9,1,1,1,1,5
3885,26,18,1,3,0,0,12,0,2,1,1,5
8787,26,18,1,2,0,1,12,1,1,1,1,2
6393,26,18,1,1,0,0,13,1,1,1,1,6
2985,26,18,1,4,0,0,12,0,1,1,1,9
4363,26,18,1,2,0,0,10,0,2,1,1,8
7161,26,18,1,3,0,0,9,1,0,1,1,7
4571,26,18,1,5,0,0,10,0,2,1,1,7
4929,26,18.1,1,4,0,0,11,0,1,1,1,8
3871,26,18.1,1,5,0,0,12,0,1,1,1,5
853,26,18.1,1,1,0,0,12,0,0,1,1,10
3337,26,18.1,1,3,0,0,10,0,2,1,1,6
5999,26,18.2,1,2,0,0,12,1,2,1,1,10
8023,26,18.3,1,4,0,0,14,1,2,1,1,5
1889,26,18.3,1,4,0,0,11,0,2,1,1,6
3281,26,18.3,1,5,0,0,13,0,2,1,1,7
553,26,18.4,1,3,0,0,9,0,2,1,1,8
4282,26,18.4,1,3,0,1,14,0,4,1,1,5
2019,26,18.4,1,3,0,0,12,0,2,1,1,10
8441,26,18.4,1,2,0,0,12,1,0,1,1,6
4265,26,18.4,1,4,0,0,9,0,2,1,1,7
3197,26,18.5,1,1,0,0,12,0,0,1,1,10
10739,26,18.5,1,4,0,0,10,1,0,1,1,6
8083,26,18.5,1,5,0,1,14,1,1,1,1,2
1113,26,18.5,1,5,0,0,9,0,2,1,1,5
6615,26,18.5,1,5,0,0,10,1,2,1,1,7
1833,26,18.5,1,3,0,0,15,0,0,1,1,10
7341,26,18.6,1,5,0,0,15,1,1,1,1,9
4617,26,18.6,1,2,0,0,12,0,2,1,1,8
9139,26,18.6,1,2,0,0,11,1,1,1,1,8
3009,26,18.6,1,1,0,0,10,0,0,1,1,5
2313,26,18.6,1,2,0,0,14,0,1,1,1,8
7935,26,18.7,1,3,0,0,10,1,2,1,1,5
6204,26,18.7,1,2,0,1,9,1,6,1,1,8
8193,26,18.7,1,1,0,1,14,1,2,1,1,1
10473,26,18.7,1,5,0,0,13,1,1,1,1,6
3717,26,18.7,1,1,0,0,13,0,1,1,1,10
5879,26,18.7,1,3,0,0,12,1,2,1,1,6
1391,26,18.8,1,1,0,0,12,0,2,1,1,9
9687,26,18.8,1,4,0,0,10,1,1,1,1,7
8810,26,18.8,1,4,0,1,12,1,8,1,1,2
4521,26,18.9,1,1,0,0,12,0,2,1,1,7
9979,26,18.9,1,5,0,0,12,1,1,1,1,5
7745,26,18.9,1,4,0,0,12,1,2,1,1,6
217,26,18.9,1,3,0,0,13,0,1,1,1,10
10037,26,18.9,1,5,0,0,12,1,2,1,1,10
4863,26,18.9,1,2,0,0,15,0,2,1,1,5
9882,26,19,1,2,0,1,10,1,3,1,1,3
5697,26,19,1,2,0,0,14,1,2,1,1,7
9531,26,19,1,1,0,0,14,1,2,1,1,5
9785,26,19,1,3,0,0,12,1,1,1,1,5
1667,26,19,1,3,0,0,12,0,0,1,1,5
1867,26,19,1,3,0,0,13,0,1,1,1,8
9165,26,19,1,5,0,0,9,1,1,1,1,9
201,26,19,1,2,0,0,10,0,0,1,1,6
4807,26,19,1,5,0,0,14,0,2,1,1,10
2693,26,19.1,1,4,0,0,12,0,0,1,1,9
7201,26,19.1,1,3,0,0,12,1,2,1,1,9
4333,26,19.1,1,2,0,0,14,0,0,1,1,9
5493,26,19.1,1,2,0,0,9,1,0,1,1,9
4677,26,19.1,1,3,0,0,9,0,2,1,1,10
8124,26,19.1,1,2,0,1,11,1,1,1,1,2
