"","Cust_id","Age","Annual_Income_Lacs","Twitter User","Number of Vehicles","Gender","Married","Daily hours of work","Affluent_Lifestyle","No of Dependents","Urban_residence","Social","Outstation_Travel_last_year"
"1145",9759,24,16.9,1,1,0,0,15,1,2,1,1,8
"1146",8799,24,16.9,1,4,0,1,12,1,2,1,1,3
"1147",8769,24,16.9,1,1,0,0,14,1,2,1,1,6
"1148",1862,24,16.9,1,1,0,1,14,0,1,1,1,7
"1149",3761,24,16.9,1,5,0,0,12,0,0,1,1,8
"1150",10683,24,17,1,3,0,0,14,1,0,1,1,5
"1151",4007,24,17,1,4,0,0,12,0,2,1,1,9
"1152",8171,24,17,1,1,0,1,12,1,7,1,1,1
"1153",6857,24,17,1,2,0,0,11,1,0,1,1,10
"1154",2081,24,17,1,4,0,0,12,0,2,1,1,8
"1155",203,24,17.1,1,1,0,0,10,0,1,1,1,9
"1156",6937,24,17.1,1,1,0,0,10,1,1,1,1,5
"1157",7058,24,17.1,1,5,0,1,12,1,5,1,1,1
"1158",4675,24,17.2,1,4,0,0,12,0,1,1,1,5
"1159",5787,24,17.2,1,4,0,0,13,1,1,1,1,8
"1160",5321,24,17.2,1,2,0,0,12,0,2,1,1,6
"1161",4569,24,17.3,1,5,0,0,12,0,0,1,1,10
"1162",4069,24,17.3,1,3,0,0,13,0,0,1,1,6
"1163",8273,24,17.3,1,3,0,0,10,1,0,1,1,5
"1164",6737,24,17.4,1,3,0,0,15,1,1,1,1,8
"1165",7559,24,17.4,1,5,0,0,14,1,0,1,1,5
"1166",1011,24,17.4,1,4,0,0,12,0,0,1,1,7
"1167",1121,24,17.4,1,1,0,0,10,0,1,1,1,5
"1168",9917,24,17.4,1,1,0,0,11,1,1,1,1,6
"1169",10467,24,17.5,1,3,0,0,14,1,1,1,1,8
"1170",9733,24,17.5,1,4,0,0,12,1,2,1,1,9
"1171",1427,24,17.5,1,2,0,0,12,0,1,1,1,9
"1172",8557,24,17.6,1,5,0,0,10,1,1,1,1,10
"1173",10567,24,17.6,1,4,0,0,13,1,1,1,1,6
"1174",5401,24,17.6,1,4,0,0,12,0,2,1,1,8
"1175",4239,24,17.6,1,2,0,0,10,0,0,1,1,7
"1176",1021,24,17.6,1,1,0,0,14,0,2,1,1,8
"1177",10687,24,17.6,1,3,0,0,11,1,0,1,1,5
"1178",10173,24,17.7,1,3,0,0,13,1,1,1,1,5
"1179",917,24,17.8,1,2,0,0,14,0,2,1,1,8
"1180",7235,24,17.8,1,4,0,0,12,1,0,1,1,10
"1181",10063,24,17.8,1,5,0,0,11,1,1,1,1,8
"1182",6631,24,17.9,1,3,0,0,13,1,1,1,1,5
"1183",8253,24,17.9,1,5,0,0,11,1,1,1,1,10
"1184",999,24,17.9,1,5,0,0,10,0,2,1,1,5
"1185",1935,24,17.9,1,2,0,0,11,0,2,1,1,10
"1186",7759,24,17.9,1,1,0,0,12,1,1,1,1,10
"1187",2917,24,17.9,1,1,0,0,14,0,2,1,1,7
"1188",9145,24,17.9,1,1,0,0,11,1,2,1,1,7
"1189",4595,24,17.9,1,3,0,0,13,0,1,1,1,6
"1190",583,24,17.9,1,2,0,0,12,0,0,1,1,8
"1191",10255,24,17.9,1,5,0,0,12,1,1,1,1,6
"1192",5111,24,17.9,1,3,0,0,11,0,2,1,1,6
"1193",4679,24,18,1,5,0,0,11,0,0,1,1,8
"1194",2857,24,18,1,5,0,0,9,0,2,1,1,7
"1195",10713,24,18,1,5,0,0,11,1,0,1,1,5
"1196",7211,24,18,1,3,0,0,12,1,0,1,1,7
"1197",4479,24,18.1,1,1,0,0,10,0,0,1,1,8
"1198",229,24,18.1,1,3,0,0,15,0,0,1,1,7
"1199",3851,24,18.1,1,2,0,0,12,0,1,1,1,8
"1200",6093,24,18.1,1,3,0,0,12,1,2,1,1,9
"1201",2761,24,18.1,1,5,0,0,15,0,0,1,1,8
"1202",1349,24,18.1,1,1,0,0,9,0,2,1,1,8
"1203",7677,24,18.1,1,2,0,0,9,1,0,1,1,7
"1204",3605,24,18.2,1,2,0,0,10,0,1,1,1,9
"1205",6063,24,18.2,1,2,0,0,15,1,2,1,1,9
"1206",9881,24,18.2,1,3,0,0,11,1,2,1,1,9
"1207",2772,24,18.2,1,4,0,1,10,0,3,1,1,4
"1208",3085,24,18.2,1,3,0,0,13,0,2,1,1,7
"1209",5763,24,18.2,1,3,0,0,14,1,1,1,1,6
"1210",2128,24,18.3,1,5,0,1,10,0,1,1,1,8
"1211",2615,24,18.3,1,5,0,0,10,0,0,1,1,7
"1212",2283,24,18.3,1,4,0,0,11,0,0,1,1,7
"1213",6127,24,18.3,1,4,0,0,12,1,2,1,1,7
"1214",1405,24,18.3,1,2,0,0,12,0,2,1,1,10
"1215",4719,24,18.3,1,1,0,0,9,0,0,1,1,5
"1216",7786,24,18.3,1,3,0,1,11,1,4,1,1,9
"1217",6341,24,18.3,1,1,0,0,12,1,0,1,1,6
"1218",2514,24,18.4,1,4,0,1,13,0,3,1,1,1
"1219",6251,24,18.4,1,2,0,0,14,1,2,1,1,5
"1220",3107,24,18.4,1,4,0,0,13,0,0,1,1,10
"1221",1621,24,18.5,1,1,0,0,9,0,2,1,1,5
"1222",1745,24,18.5,1,1,0,0,12,0,2,1,1,7
"1223",6357,24,18.5,1,2,0,0,14,1,2,1,1,9
"1224",6881,24,18.5,1,1,0,0,11,1,2,1,1,8
"1225",2747,24,18.5,1,2,0,0,12,0,0,1,1,10
"1226",7407,24,18.6,1,3,0,0,12,1,1,1,1,7
"1227",4933,24,18.6,1,3,0,0,12,0,0,1,1,10
"1228",1221,24,18.6,1,3,0,0,12,0,0,1,1,5
"1229",6645,24,18.6,1,2,0,0,11,1,2,1,1,7
"1230",7427,24,18.7,1,3,0,0,9,1,0,1,1,10
"1231",2191,24,18.7,1,4,0,0,13,0,2,1,1,5
"1232",6073,24,18.7,1,4,0,0,12,1,0,1,1,7
"1233",637,24,18.8,1,1,0,0,10,0,1,1,1,9
"1234",7159,24,18.8,1,3,0,0,12,1,2,1,1,9
"1235",1681,24,18.8,1,4,0,0,10,0,0,1,1,9
"1236",3083,24,18.8,1,5,0,0,14,0,0,1,1,7
"1237",5261,24,18.8,1,3,0,0,13,0,2,1,1,9
"1238",9385,24,18.8,1,3,0,0,12,1,2,1,1,6
"1239",1739,24,18.8,1,3,0,0,15,0,1,1,1,8
"1240",8959,24,18.8,1,2,0,0,13,1,2,1,1,10
"1241",4971,24,18.8,1,2,0,0,15,0,2,1,1,5
"1242",10737,24,18.8,1,3,0,0,11,1,2,1,1,5
"1243",10813,24,18.9,1,3,0,0,12,1,1,1,1,6
"1244",1027,24,18.9,1,3,0,0,9,0,1,1,1,9
"1245",3071,24,18.9,1,2,0,0,15,0,2,1,1,6
"1246",10778,24,18.9,1,3,0,1,11,1,3,1,1,1
"1247",2481,24,19,1,2,0,0,14,0,1,1,1,8
"1248",6541,24,19,1,3,0,0,14,1,0,1,1,8
"1249",783,24,19,1,2,0,0,10,0,1,1,1,9
"1250",5633,24,19,1,1,0,0,12,1,1,1,1,9
"1251",10679,24,19.1,1,4,0,0,12,1,2,1,1,5
"1252",4973,24,19.1,1,2,0,0,12,0,1,1,1,8
"1253",1343,24,19.1,1,5,0,0,11,0,1,1,1,7
"1254",1137,24,19.2,1,1,0,0,9,0,0,1,1,5
"1255",10389,24,19.2,1,1,0,0,14,1,2,1,1,7
"1256",5483,24,19.2,1,1,0,0,11,1,0,1,1,7
"1257",1375,24,19.2,1,3,0,0,11,0,1,1,1,10
"1258",2121,24,19.2,1,2,0,0,13,0,2,1,1,5
"1259",7491,24,19.2,1,2,0,0,12,1,1,1,1,10
"1260",1219,24,19.2,1,4,0,0,9,0,0,1,1,9
"1261",6383,24,19.3,1,1,0,0,9,1,0,1,1,9
"1262",205,24,19.3,1,3,0,0,11,0,2,1,1,6
"1263",3550,24,19.3,1,5,0,1,9,0,3,1,1,1
"1264",6887,24,19.3,1,1,0,0,12,1,2,1,1,8
"1265",9989,24,19.3,1,1,0,0,12,1,2,1,1,10
"1266",523,24,19.3,1,5,0,1,14,0,6,1,1,2
"1267",1183,24,19.4,1,1,0,0,15,0,1,1,1,7
"1268",2263,24,19.4,1,2,0,0,12,0,1,1,1,10
"1269",10745,24,19.4,1,5,0,0,12,1,0,1,1,10
"1270",2327,24,19.5,1,1,0,0,14,0,1,1,1,9
"1271",10095,24,19.5,1,1,0,0,9,1,0,1,1,7
"1272",5837,24,19.6,1,1,0,0,12,1,0,1,1,10
"1273",10043,24,19.6,1,3,0,0,15,1,2,1,1,8
"1274",10611,24,19.6,1,2,0,0,13,1,2,1,1,8
"1275",7571,24,19.7,1,2,0,0,14,1,0,1,1,9
"1276",10241,24,19.7,1,4,0,0,9,1,2,1,1,10
"1277",2085,24,19.7,1,4,0,0,9,0,0,1,1,9
"1278",4031,24,19.7,1,4,0,0,12,0,0,1,1,6
"1279",2447,24,19.8,1,5,0,0,13,0,0,1,1,6
"1280",8289,24,19.8,1,2,0,0,11,1,2,1,1,7
"1281",10553,24,19.8,1,3,0,0,12,1,1,1,1,6
"1282",1029,24,19.8,1,1,0,0,15,0,0,1,1,8
"1283",5909,24,19.9,1,1,0,0,10,1,1,1,1,10
"1284",9549,24,19.9,1,1,0,0,15,1,1,1,1,8
"1285",7221,24,19.9,1,5,0,0,13,1,0,1,1,9
"1286",10607,24,20,1,5,0,0,12,1,2,1,1,5
"1287",1173,24,20,1,1,0,0,14,0,1,1,1,8
"1288",7269,24,20,1,2,0,0,11,1,0,1,1,9
"1289",6741,24,20,1,5,0,1,12,1,3,1,1,4
"1290",6585,24,20,1,2,0,0,10,1,2,1,1,10
"1291",243,24,20.1,1,1,0,0,11,0,2,1,1,10
"1292",8067,24,20.1,1,5,0,0,12,1,0,1,1,7
"1293",1617,24,20.2,1,5,0,0,10,0,1,1,1,9
"1294",6273,24,20.2,1,4,0,0,9,1,2,1,1,7
"1295",1593,24,20.2,1,1,0,0,12,0,1,1,1,9
"1296",7215,24,20.2,1,1,0,0,12,1,1,1,1,10
"1297",8531,24,20.2,1,2,0,0,12,1,1,1,1,5
"1298",10765,24,20.3,1,1,0,0,12,1,2,1,1,10
"1299",911,24,20.3,1,1,0,0,15,0,2,1,1,6
"1300",1409,24,20.3,1,2,0,0,14,0,2,1,1,9
"1301",9827,24,20.4,1,4,0,0,10,1,2,1,1,6
"1302",8387,24,20.4,1,1,0,0,14,1,1,1,1,9
"1303",9365,24,20.4,1,5,0,0,15,1,1,1,1,7
"1304",6935,24,20.5,1,3,0,0,15,1,0,1,1,5
"1305",3095,24,20.5,1,1,0,0,10,0,0,1,1,8
"1306",2625,24,20.5,1,3,0,0,9,0,1,1,1,5
"1307",9545,24,20.5,1,1,0,0,10,1,1,1,1,5
"1308",4525,24,20.5,1,1,0,0,10,0,1,1,1,8
"1309",4847,24,20.5,1,2,0,0,12,0,2,1,1,7
"1310",6807,24,20.5,1,2,0,0,13,1,2,1,1,6
"1311",7603,24,20.6,1,4,0,0,9,1,1,1,1,10
"1312",1169,24,20.6,1,4,0,0,13,0,0,1,1,8
"1313",10233,24,20.6,1,1,0,0,12,1,2,1,1,6
"1314",9113,24,20.6,1,1,0,0,13,1,1,1,1,7
"1315",7661,24,20.7,1,5,0,0,14,1,0,1,1,5
"1316",3455,24,20.7,1,2,0,0,10,0,1,1,1,8
"1317",8879,24,20.7,1,5,0,0,13,1,2,1,1,8
"1318",9599,24,20.8,1,5,0,0,12,1,2,1,1,10
"1319",1851,24,20.8,1,5,0,0,11,0,0,1,1,8
"1320",1671,24,20.9,1,5,0,0,10,0,0,1,1,7
"1321",1053,24,20.9,1,3,0,0,13,0,0,1,1,5
"1322",4771,24,20.9,1,4,0,0,9,0,1,1,1,6
"1323",10811,24,21,1,5,0,0,14,1,2,1,1,5
"1324",6143,24,21,1,4,0,0,14,1,1,1,1,7
"1325",8517,24,21,1,3,0,0,9,1,1,1,1,6
"1326",10818,24,21,1,3,0,1,14,1,7,1,1,2
"1327",2311,24,21,1,3,0,0,11,0,1,1,1,5
"1328",5727,24,21.1,1,1,0,0,9,1,0,1,1,6
"1329",9021,24,21.1,1,5,0,0,9,1,0,1,1,7
"1330",3356,24,21.2,1,2,0,1,11,0,5,1,1,3
"1331",935,24,21.2,1,5,0,0,12,0,0,1,1,8
"1332",9507,24,21.2,1,3,0,0,14,1,1,1,1,7
"1333",5277,24,21.2,1,3,0,0,11,0,1,1,1,8
"1334",5681,24,21.2,1,5,0,0,9,1,1,1,1,6
"1335",6233,24,21.2,1,5,0,0,14,1,1,1,1,6
"1336",4123,24,21.2,1,2,0,0,11,0,0,1,1,9
"1337",389,24,21.2,1,5,0,0,14,0,2,1,1,10
"1338",6574,24,21.3,1,1,0,1,12,1,4,1,1,0
"1339",8131,24,21.3,1,2,0,0,13,1,0,1,1,5
"1340",5503,24,21.3,1,1,0,0,15,1,1,1,1,5
"1341",8491,24,21.3,1,1,0,0,12,1,1,1,1,10
"1342",4879,24,21.4,1,3,0,0,12,0,1,1,1,7
"1343",7609,24,21.4,1,1,0,0,12,1,1,1,1,7
"1344",10782,24,21.5,1,3,0,1,14,1,7,1,1,8
"1345",907,24,21.5,1,1,0,0,11,0,0,1,1,8
"1346",695,24,21.5,1,2,0,0,13,0,0,1,1,7
"1347",9035,24,21.6,1,4,0,0,10,1,1,1,1,6
"1348",5807,24,21.6,1,4,0,0,9,1,0,1,1,10
"1349",125,24,21.6,1,4,0,0,11,0,2,1,1,7
"1350",4563,24,21.7,1,2,0,0,14,0,1,1,1,10
"1351",8935,24,21.7,1,3,0,0,12,1,2,1,1,5
"1352",10175,24,21.7,1,4,0,0,12,1,1,1,1,10
"1353",8307,24,21.7,1,3,0,0,12,1,1,1,1,8
"1354",655,24,21.7,1,4,0,0,15,0,2,1,1,8
"1355",4555,24,21.7,1,1,0,0,14,0,2,1,1,7
"1356",9261,24,21.7,1,1,0,0,14,1,1,1,1,8
"1357",2435,24,21.7,1,2,0,0,12,0,2,1,1,8
"1358",7547,24,21.7,1,4,0,0,13,1,1,1,1,5
"1359",3093,24,21.8,1,5,0,0,11,0,2,1,1,9
"1360",9037,24,21.8,1,1,0,0,15,1,1,1,1,10
"1361",2169,24,21.8,1,3,0,0,9,0,2,1,1,9
"1362",735,24,21.9,1,2,0,0,15,0,1,1,1,8
"1363",7021,24,21.9,1,4,0,0,12,1,2,1,1,6
"1364",3873,24,21.9,1,4,0,1,13,0,4,1,1,2
"1365",171,24,21.9,1,4,0,0,15,0,0,1,1,5
"1366",5393,24,21.9,1,3,0,0,12,0,2,1,1,8
"1367",10139,24,22,1,2,0,0,10,1,2,1,1,9
"1368",7343,24,22,1,3,0,0,12,1,1,1,1,10
"1369",3781,24,22,1,2,0,0,12,0,1,1,1,6
"1370",1227,24,22,1,4,0,0,15,0,2,1,1,9
"1371",10065,24,22,1,1,0,0,13,1,1,1,1,6
"1372",10223,24,22,1,5,0,0,13,1,1,1,1,7
"1373",4583,24,22,1,2,0,0,10,0,0,1,1,10
"1374",8761,24,22,1,4,0,0,9,1,2,1,1,8
"1375",5743,24,22,1,3,0,0,13,1,1,1,1,9
"1376",47,24,22.1,1,1,0,0,14,0,0,1,1,8
"1377",3035,24,22.1,1,2,0,0,12,0,1,1,1,5
"1378",3171,24,22.1,1,3,0,0,15,0,2,1,1,6
"1379",3759,24,22.2,1,1,0,0,15,0,2,1,1,9
"1380",5341,24,22.2,1,2,0,0,10,0,2,1,1,9
"1381",1545,24,22.2,1,3,0,0,15,0,2,1,1,7
"1382",4149,24,22.2,1,2,0,0,15,0,2,1,1,10
"1383",5197,24,22.2,1,4,0,1,10,0,8,1,1,1
"1384",8285,24,22.4,1,4,0,0,13,1,1,1,1,7
"1385",5694,24,22.4,1,5,0,1,9,1,7,1,1,7
"1386",5151,24,22.4,1,1,0,0,12,0,2,1,1,7
"1387",4061,24,22.4,1,5,0,0,14,0,0,1,1,6
"1388",1939,24,22.4,1,3,0,0,15,0,2,1,1,8
"1389",1585,24,22.5,1,4,0,0,11,0,1,1,1,9
"1390",3575,24,22.5,1,4,0,0,12,0,1,1,1,5
"1391",8551,24,22.5,1,3,0,0,12,1,1,1,1,10
"1392",4689,24,22.5,1,2,0,1,10,0,6,1,1,4
"1393",4109,24,22.6,1,2,0,0,9,0,1,1,1,7
"1394",3038,24,22.6,1,2,0,1,11,0,7,1,1,0
"1395",2653,24,22.6,1,2,0,0,11,0,0,1,1,5
"1396",8181,24,22.6,1,4,0,0,12,1,1,1,1,7
"1397",4183,24,22.7,1,2,0,0,14,0,2,1,1,6
"1398",5623,24,22.7,1,1,0,0,14,1,2,1,1,8
"1399",67,24,22.8,1,1,0,0,13,0,2,1,1,6
"1400",3309,24,22.8,1,1,0,0,12,0,2,1,1,5
"1401",8969,24,22.8,1,4,0,0,9,1,1,1,1,10
"1402",5033,24,22.8,1,1,0,0,12,0,0,1,1,6
"1403",7727,24,22.8,1,4,0,0,12,1,2,1,1,7
"1404",777,24,22.9,1,3,0,0,9,0,1,1,1,10
"1405",1570,24,22.9,1,2,0,1,9,0,3,1,1,4
"1406",8563,24,22.9,1,5,0,0,11,1,2,1,1,5
"1407",5509,24,22.9,1,2,0,0,10,1,0,1,1,8
"1408",2909,24,23,1,1,0,0,11,0,0,1,1,7
"1409",2249,24,23,1,1,0,0,9,0,1,1,1,6
"1410",4297,24,23.1,1,3,0,0,14,0,0,1,1,9
"1411",10741,24,23.1,1,4,0,0,14,1,1,1,1,5
"1412",4345,24,23.1,1,3,0,0,10,0,2,1,1,10
"1413",9661,24,23.1,1,5,0,0,13,1,1,1,1,7
"1414",1691,24,23.2,1,1,0,0,12,0,0,1,1,7
"1415",7951,24,23.2,1,1,0,0,9,1,1,1,1,10
"1416",8851,24,23.3,1,1,0,0,15,1,1,1,1,8
"1417",8997,24,23.3,1,3,0,0,12,1,0,1,1,8
"1418",4256,24,23.3,1,5,0,1,12,0,8,1,1,9
"1419",9321,24,23.3,1,1,0,0,12,1,0,1,1,8
"1420",9893,24,23.3,1,4,0,0,11,1,1,1,1,9
"1421",4041,24,23.3,1,4,0,0,9,0,0,1,1,10
"1422",6117,24,23.3,1,4,0,0,10,1,1,1,1,9
"1423",5323,24,23.3,1,1,0,0,15,0,0,1,1,5
"1424",7683,24,23.3,1,2,0,0,12,1,2,1,1,10
"1425",6291,24,23.3,1,1,0,0,12,1,2,1,1,8
"1426",1049,24,23.4,1,2,0,0,13,0,2,1,1,10
"1427",3241,24,23.4,1,1,0,0,11,0,1,1,1,9
"1428",5903,24,23.4,1,4,0,0,13,1,2,1,1,9
"1429",1687,24,23.4,1,5,0,0,9,0,1,1,1,10
"1430",3819,24,23.4,1,2,0,0,10,0,1,1,1,10
"1431",7841,24,23.5,1,3,0,0,10,1,1,1,1,10
"1432",887,24,23.5,1,1,0,0,11,0,2,1,1,5
"1433",10855,24,23.5,1,1,0,0,9,1,2,1,1,10
"1434",659,24,23.5,1,3,0,0,13,0,1,1,1,10
"1435",10027,24,23.5,1,2,0,0,14,1,2,1,1,6
"1436",7223,24,23.5,1,2,0,0,15,1,0,1,1,10
"1437",10127,24,23.6,1,4,0,0,9,1,1,1,1,10
"1438",3989,24,23.6,1,1,0,0,15,0,2,1,1,6
"1439",4125,24,23.6,1,1,0,0,10,0,2,1,1,5
"1440",4575,24,23.6,1,3,0,0,13,0,0,1,1,10
"1441",10015,24,23.7,1,2,0,0,15,1,0,1,1,10
"1442",5113,24,23.7,1,2,0,0,14,0,0,1,1,7
"1443",5911,24,23.7,1,5,0,1,15,1,7,1,1,3
"1444",4627,24,23.7,1,1,0,0,11,0,0,1,1,8
"1445",10117,24,23.7,1,2,0,0,12,1,0,1,1,7
"1446",647,24,23.7,1,4,0,0,14,0,1,1,1,6
"1447",2915,24,23.7,1,1,0,0,15,0,2,1,1,10
"1448",4603,24,23.7,1,1,0,0,12,0,2,1,1,8
"1449",2609,24,23.7,1,1,0,0,15,0,2,1,1,6
"1450",7573,24,23.8,1,3,0,0,15,1,0,1,1,7
"1451",7113,24,23.8,1,4,0,0,10,1,2,1,1,8
"1452",10773,24,23.8,1,3,0,1,12,1,6,1,1,1
"1453",4637,24,23.8,1,5,0,0,12,0,0,1,1,6
"1454",6565,24,23.9,1,3,0,0,12,1,1,1,1,5
"1455",10235,24,23.9,1,1,0,0,12,1,2,1,1,6
"1456",623,24,23.9,1,5,0,0,12,0,1,1,1,9
"1457",3369,24,23.9,1,5,0,0,12,0,2,1,1,5
"1458",3479,24,24,1,2,0,0,9,0,2,1,1,10
"1459",7255,24,24,1,1,0,0,12,1,1,1,1,6
"1460",424,24,24,1,1,0,1,9,0,4,1,1,3
"1461",9591,24,24,1,1,0,0,10,1,2,1,1,6
"1462",5211,24,24,1,1,0,0,10,0,2,1,1,6
"1463",473,24,24.1,1,3,0,0,12,0,0,1,1,8
"1464",6257,24,24.1,1,3,0,0,15,1,0,1,1,10
"1465",10537,24,24.1,1,2,0,0,9,1,2,1,1,7
"1466",1961,24,24.1,1,4,0,0,15,0,0,1,1,8
"1467",4249,24,24.2,1,1,0,0,9,0,2,1,1,8
"1468",9597,24,24.2,1,5,0,0,12,1,0,1,1,9
"1469",1901,24,24.2,1,2,0,0,13,0,2,1,1,7
"1470",6721,24,24.2,1,4,0,0,11,1,0,1,1,6
"1471",8301,24,24.2,1,2,0,0,9,1,2,1,1,10
"1472",5363,24,24.3,1,3,0,0,9,0,0,1,1,6
"1473",6709,24,24.3,1,1,0,0,11,1,0,1,1,10
"1474",10561,24,24.3,1,5,0,0,11,1,2,1,1,10
"1475",1047,24,24.3,1,3,0,0,13,0,2,1,1,9
"1476",1793,24,24.3,1,1,0,0,10,0,1,1,1,9
"1477",5251,24,24.3,1,2,0,0,9,0,2,1,1,9
"1478",333,24,24.3,1,4,0,0,13,0,2,1,1,6
"1479",6623,24,24.3,1,3,0,0,13,1,2,1,1,5
"1480",2005,24,24.4,1,3,0,0,12,0,2,1,1,5
"1481",729,24,24.4,1,5,0,0,9,0,2,1,1,9
"1482",2213,24,24.4,1,4,0,0,12,0,1,1,1,8
"1483",10329,24,24.5,1,2,0,0,13,1,0,1,1,5
"1484",5049,24,24.5,1,3,0,0,9,0,1,1,1,7
"1485",425,24,24.5,1,5,0,0,13,0,1,1,1,7
"1486",2861,24,24.6,1,1,0,0,12,0,2,1,1,6
"1487",9559,24,24.6,1,3,0,0,13,1,1,1,1,8
"1488",5983,24,24.6,1,3,0,0,10,1,0,1,1,10
"1489",10769,24,24.6,1,4,0,0,12,1,1,1,1,10
"1490",1309,24,24.6,1,4,0,0,9,0,2,1,1,8
"1491",1087,24,24.6,1,5,0,0,10,0,2,1,1,7
"1492",3151,24,24.7,1,2,0,0,14,0,0,1,1,5
"1493",5309,24,24.7,1,4,0,0,9,0,2,1,1,5
"1494",10644,24,24.7,1,3,0,1,13,1,2,1,1,4
"1495",9627,24,24.7,1,2,0,0,10,1,2,1,1,7
"1496",3747,24,24.7,1,2,0,0,15,0,1,1,1,6
"1497",8323,24,24.8,1,4,0,0,11,1,2,1,1,7
"1498",5067,24,24.8,1,1,0,0,15,0,2,1,1,9
"1499",9315,24,24.9,1,1,0,0,9,1,2,1,1,10
"1500",7489,24,24.9,1,1,0,0,9,1,2,1,1,6
"1501",8333,24,25,1,1,0,0,13,1,1,1,1,8
"1502",193,24,25,1,3,0,0,9,0,2,1,1,8
"1503",2750,24,25,1,4,0,1,10,0,7,1,1,4
"1504",327,24,25.1,1,2,0,0,12,0,2,1,1,7
"1505",1495,24,25.1,1,5,0,0,12,0,1,1,1,7
"1506",4395,24,25.1,1,3,0,1,15,0,3,1,1,0
"1507",7629,24,25.1,1,3,0,0,15,1,2,1,1,6
"1508",8005,24,25.1,1,1,0,0,9,1,1,1,1,8
"1509",6345,24,25.2,1,3,0,0,12,1,1,1,1,10
"1510",3973,24,25.2,1,3,0,0,10,0,1,1,1,5
"1511",6621,24,25.2,1,3,0,0,12,1,2,1,1,8
"1512",269,24,25.3,1,3,0,0,15,0,0,1,1,8
"1513",6219,24,25.3,1,3,0,0,14,1,1,1,1,5
"1514",9017,24,25.3,1,3,0,0,14,1,1,1,1,7
"1515",10405,24,25.3,1,4,0,0,12,1,2,1,1,9
"1516",9573,24,25.3,1,1,0,0,9,1,1,1,1,6
"1517",387,24,25.3,1,5,0,1,12,0,4,1,1,2
"1518",8445,24,25.4,1,5,0,0,13,1,0,1,1,8
"1519",489,24,25.4,1,3,0,0,13,0,0,1,1,10
"1520",4517,24,25.5,1,5,0,0,15,0,1,1,1,9
"1521",8485,24,25.5,1,4,0,0,9,1,1,1,1,9
"1522",5581,24,25.5,1,5,0,0,12,1,2,1,1,10
"1523",8359,24,25.5,1,1,0,0,15,1,2,1,1,6
"1524",9029,24,25.5,1,3,0,0,14,1,2,1,1,8
"1525",10087,24,25.6,1,2,0,0,10,1,0,1,1,7
"1526",6461,24,25.6,1,3,0,0,12,1,0,1,1,6
"1527",1,24,25.6,1,3,0,0,14,0,0,1,1,7
"1528",2805,24,25.6,1,1,0,0,11,0,2,1,1,7
"1529",9271,24,25.7,1,2,0,0,15,1,0,1,1,6
"1530",10229,24,25.7,1,5,0,0,13,1,1,1,1,7
"1531",3403,24,25.7,1,3,0,0,11,0,0,1,1,10
"1532",8723,24,25.7,1,2,0,0,10,1,1,1,1,10
"1533",7997,24,25.7,1,1,0,0,13,1,2,1,1,6
"1534",1873,24,25.7,1,5,0,0,9,0,0,1,1,10
"1535",6069,24,25.7,1,5,0,0,9,1,1,1,1,9
"1536",1987,24,25.8,1,2,0,0,14,0,2,1,1,6
"1537",1043,24,25.8,1,3,0,0,15,0,0,1,1,10
"1538",9949,24,25.8,1,1,0,0,10,1,2,1,1,6
"1539",8946,24,25.8,1,1,0,1,14,1,8,1,1,6
"1540",2963,24,25.9,1,2,0,0,15,0,0,1,1,9
"1541",10785,24,25.9,1,5,0,0,15,1,1,1,1,9
"1542",7419,24,25.9,1,3,0,0,12,1,1,1,1,5
"1543",599,24,25.9,1,2,0,0,13,0,0,1,1,5
"1544",2591,24,25.9,1,1,0,0,11,0,1,1,1,8
"1545",9435,24,26,1,5,0,0,10,1,1,1,1,5
"1546",10323,24,26,1,3,0,0,9,1,2,1,1,7
"1547",10169,24,26,1,1,0,0,11,1,0,1,1,8
"1548",7873,24,26,1,3,0,0,15,1,0,1,1,6
"1549",3993,24,26,1,2,0,0,9,0,1,1,1,9
"1550",7013,24,26,1,4,0,0,9,1,0,1,1,5
"1551",2357,24,26,1,4,0,0,11,0,1,1,1,7
"1552",2661,24,26,1,2,0,0,11,0,1,1,1,9
"1553",839,24,26,1,5,0,0,12,0,0,1,1,6
"1554",4911,24,26,1,4,0,0,14,0,2,1,1,10
"1555",3027,24,26.1,1,5,0,0,14,0,1,1,1,8
"1556",9240,24,26.1,1,2,0,1,12,1,7,1,1,5
"1557",4201,24,26.1,1,1,0,0,11,0,2,1,1,7
"1558",6691,24,26.1,1,3,0,0,14,1,1,1,1,6
"1559",10111,24,26.1,1,3,0,0,11,1,0,1,1,10
"1560",6545,24,26.2,1,3,0,0,14,1,0,1,1,6
"1561",383,24,26.2,1,3,0,0,9,0,0,1,1,7
"1562",7581,24,26.3,1,5,0,0,12,1,0,1,1,10
"1563",2369,24,26.3,1,5,0,0,12,0,0,1,1,6
"1564",8447,24,26.3,1,2,0,0,15,1,1,1,1,7
"1565",2029,24,26.3,1,4,0,0,12,0,0,1,1,7
"1566",9445,24,26.3,1,5,0,0,12,1,2,1,1,8
"1567",2293,24,26.3,1,1,0,0,14,0,1,1,1,8
"1568",8091,24,26.3,1,1,0,0,14,1,0,1,1,7
"1569",660,24,26.3,1,4,0,1,12,0,3,1,1,8
