Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness
287,6,Detractor,N,4,3,Married,Tier2,Cash,1,M,call,9,4,4,8,3
288,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,7,2,10,6,4
289,0,Detractor,N,4,4,Married,Tier1,Card,5,M,call,9,1,7,5,4
290,8,Passives,N,4,1,Not Married,Tier2,e-Wallet,6,F,m-comm,9,2,2,10,1
291,9,Promoter,Y,4,4,Married,Tier3,Cash,5,M,call,7,10,3,2,9
292,5,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,5,F,call,9,3,10,8,3
293,2,Detractor,N,4,1,Married,Tier2,Card,6,M,call,9,7,7,3,1
294,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,5,7,5,8,10
295,5,Detractor,N,4,10,Married,Tier1,Cash,4,M,call,10,10,5,7,2
296,0,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,3,F,call,9,9,2,8,4
297,7,Passives,Y,4,1,Married,Tier3,Card,2,M,call,7,1,8,3,6
298,0,Detractor,N,4,6,Not Married,Tier1,e-Wallet,1,F,call,6,5,10,2,3
299,8,Passives,Y,4,9,Married,Tier2,Cash,1,M,m-comm,9,4,9,5,2
300,8,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,1,F,call,8,8,6,4,8
301,4,Detractor,N,4,5,Married,Tier1,Card,1,M,call,10,8,9,6,6
302,1,Detractor,N,4,10,Not Married,Tier2,e-Wallet,5,F,call,7,9,4,6,5
303,7,Passives,N,4,5,Married,Tier3,Cash,1,M,call,8,1,8,8,10
304,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,3,F,call,6,6,7,10,3
305,8,Passives,Y,4,9,Married,Tier2,Card,6,M,m-comm,8,8,5,3,1
306,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,3,F,call,5,7,5,9,6
307,0,Detractor,N,4,7,Married,Tier1,Cash,7,M,call,4,10,10,7,6
308,6,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,1,F,call,9,10,4,4,4
309,7,Passives,N,4,6,Married,Tier3,Card,6,M,call,5,3,8,9,10
310,3,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,8,2,3,10,3
311,0,Detractor,N,4,9,Married,Tier2,Cash,3,M,call,2,10,8,8,3
312,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,2,F,call,5,1,3,4,8
313,7,Passives,Y,4,6,Married,Tier1,Card,3,M,e-comm,5,2,10,7,3
314,1,Detractor,N,4,2,Not Married,Tier2,e-Wallet,3,F,call,9,5,6,9,3
315,7,Passives,Y,4,6,Married,Tier3,Cash,1,M,call,4,9,4,8,7
316,2,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,4,F,call,8,5,3,1,2
317,7,Passives,Y,4,3,Married,Tier2,Card,2,M,m-comm,8,4,9,7,3
318,10,Promoter,Y,4,5,Married,Tier1,e-Wallet,5,F,call,3,1,2,6,7
319,7,Passives,Y,4,9,Married,Tier1,Cash,6,M,e-comm,10,1,5,9,1
320,3,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,1,F,call,9,6,10,6,6
321,8,Passives,Y,4,4,Married,Tier3,Card,3,M,call,8,5,9,2,4
322,10,Promoter,N,4,5,Married,Tier1,e-Wallet,6,F,m-comm,4,3,3,5,8
323,0,Detractor,N,4,8,Married,Tier2,Cash,7,M,call,6,5,2,7,2
324,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,1,F,call,4,3,3,8,3
325,9,Promoter,Y,4,5,Married,Tier1,Card,10,M,m-comm,2,9,7,4,10
326,10,Promoter,N,4,7,Married,Tier1,e-Wallet,9,F,m-comm,3,4,10,5,9
327,7,Passives,N,4,6,Married,Tier3,Cash,7,M,call,7,2,5,1,4
328,5,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,4,F,call,3,3,4,1,5
329,8,Passives,Y,4,2,Married,Tier2,Card,1,M,m-comm,9,5,7,6,10
330,8,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,8,7,6,5,5
331,5,Detractor,Y,4,8,Married,Tier1,Cash,2,M,call,10,2,3,4,1
332,4,Detractor,Y,4,3,Not Married,Tier2,Ziggy Credit,6,F,call,4,1,2,6,4
333,7,Passives,N,4,4,Married,Tier3,Card,4,M,call,5,10,5,5,10
334,0,Detractor,N,4,3,Not Married,Tier1,e-Wallet,1,F,call,5,9,2,4,2
335,0,Detractor,N,4,5,Married,Tier2,Cash,2,M,call,3,9,4,6,2
336,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,6,F,call,7,4,10,5,1
337,9,Promoter,Y,4,4,Married,Tier1,Card,5,M,m-comm,6,1,10,8,10
338,5,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,2,10,5,10,1
339,9,Promoter,N,4,10,Married,Tier3,Cash,7,M,call,6,10,3,9,5
340,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,7,2,5,5,6
341,6,Detractor,N,4,1,Married,Tier2,Card,5,M,call,9,7,9,10,2
342,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,6,F,call,6,4,8,5,7
343,10,Promoter,Y,4,10,Married,Tier1,Cash,8,M,m-comm,1,10,9,3,8
344,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,8,F,m-comm,6,9,2,9,10
345,10,Promoter,Y,4,5,Married,Tier1,Card,9,M,m-comm,5,7,6,3,8
346,7,Passives,N,4,9,Not Married,Tier1,e-Wallet,2,F,e-comm,9,9,6,8,2
347,1,Detractor,N,4,4,Married,Tier2,Cash,4,M,call,10,3,10,9,6
348,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,3,F,call,6,8,2,5,8
349,2,Detractor,N,4,3,Married,Tier1,Card,2,M,call,4,1,5,9,5
350,4,Detractor,N,4,8,Not Married,Tier2,e-Wallet,3,F,call,1,9,10,3,2
351,10,Promoter,Y,4,9,Married,Tier1,Cash,7,M,m-comm,5,10,7,6,10
352,6,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,5,F,call,9,8,7,3,5
353,2,Detractor,N,4,6,Married,Tier2,Card,5,M,call,9,9,10,3,4
354,10,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,8,10,8,6,7
355,6,Detractor,N,4,5,Married,Tier1,Cash,2,M,call,7,5,10,5,3
356,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,10,9,3,6,7
357,7,Passives,N,4,5,Married,Tier3,Card,6,M,call,5,1,9,1,6
358,4,Detractor,N,4,6,Not Married,Tier1,e-Wallet,4,F,call,1,6,9,3,5
359,2,Detractor,N,4,9,Married,Tier2,Cash,2,M,call,4,5,7,1,3
360,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,4,F,call,7,1,7,5,8
361,0,Detractor,N,4,10,Married,Tier1,Card,2,M,call,8,5,5,1,4
362,6,Detractor,N,4,10,Not Married,Tier2,e-Wallet,1,F,call,9,10,5,5,4
363,9,Promoter,N,4,3,Married,Tier3,Cash,6,M,call,7,4,8,8,5
364,4,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,2,F,call,3,7,4,2,1
365,10,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,8,2,2,5,10
366,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,4,F,call,5,1,6,2,6
367,8,Passives,Y,4,3,Married,Tier1,Cash,7,M,e-comm,7,4,1,7,3
368,8,Passives,N,4,2,Not Married,Tier2,Ziggy Credit,7,F,m-comm,1,9,5,7,6
369,10,Promoter,Y,4,1,Married,Tier1,Card,9,M,m-comm,2,7,8,3,7
370,2,Detractor,N,4,8,Not Married,Tier1,e-Wallet,1,F,call,2,8,4,9,3
371,3,Detractor,N,4,7,Married,Tier2,Cash,2,M,call,4,5,1,1,6
372,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,2,F,call,5,3,3,9,4
373,7,Passives,Y,4,4,Married,Tier1,Card,5,M,e-comm,3,3,2,6,1
374,4,Detractor,N,4,7,Not Married,Tier2,e-Wallet,4,F,call,8,9,4,4,5
375,9,Promoter,N,4,2,Married,Tier3,Cash,2,M,call,7,2,9,10,8
376,1,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,6,F,call,3,1,5,9,3
377,6,Detractor,N,4,9,Married,Tier2,Card,2,M,call,2,8,9,3,2
378,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,5,F,call,4,9,2,9,8
379,1,Detractor,N,4,7,Married,Tier1,Cash,1,M,call,4,9,10,8,6
380,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,6,F,call,3,10,8,3,2
381,9,Promoter,Y,4,3,Married,Tier1,Card,8,M,m-comm,9,9,1,7,10
382,9,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,10,1,6,6,10
383,10,Promoter,Y,4,10,Married,Tier1,Cash,8,M,m-comm,9,8,8,1,8
384,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,1,F,call,5,8,2,4,7
385,1,Detractor,N,4,8,Married,Tier1,Card,3,M,call,1,10,7,6,6
386,5,Detractor,N,4,4,Not Married,Tier2,e-Wallet,2,F,call,9,3,10,3,1
387,9,Promoter,N,4,5,Married,Tier3,Cash,1,M,call,8,9,8,1,6
388,8,Passives,N,4,10,Not Married,Tier1,Ziggy Credit,7,F,e-comm,4,9,9,6,5
389,1,Detractor,N,4,7,Married,Tier2,Card,6,M,call,3,9,8,6,1
390,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,2,F,call,8,3,7,3,6
391,0,Detractor,N,4,4,Married,Tier1,Cash,5,M,call,3,1,5,7,6
392,8,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,7,F,m-comm,6,7,2,3,2
393,7,Passives,N,4,10,Married,Tier3,Card,7,M,call,5,6,8,5,7
394,2,Detractor,N,4,2,Not Married,Tier1,e-Wallet,5,F,call,3,3,7,3,5
395,1,Detractor,N,4,8,Married,Tier2,Cash,4,M,call,6,1,5,8,2
396,8,Passives,Y,4,10,Not Married,Tier3,Ziggy Credit,2,F,call,6,9,6,3,2
397,6,Detractor,N,4,7,Married,Tier1,Card,4,M,call,8,4,6,7,2
398,4,Detractor,N,4,5,Not Married,Tier2,e-Wallet,3,F,call,6,3,6,8,5
399,9,Promoter,Y,4,10,Married,Tier3,Cash,6,M,call,5,10,4,9,1
400,8,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,4,F,e-comm,9,8,4,10,4
401,7,Passives,Y,4,3,Married,Tier2,Card,1,M,m-comm,4,1,6,9,8
402,7,Passives,Y,4,8,Not Married,Tier3,e-Wallet,6,F,call,8,8,5,7,8
403,0,Detractor,N,4,4,Married,Tier1,Cash,1,M,call,2,1,8,8,3
404,1,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,7,F,call,6,10,3,7,4
405,9,Promoter,Y,4,8,Married,Tier1,Card,9,M,m-comm,10,7,5,7,10
406,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,7,F,call,5,4,5,5,4
407,1,Detractor,N,4,4,Married,Tier2,Cash,4,M,call,6,9,4,1,6
408,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,7,10,8,9,6
409,6,Detractor,N,4,8,Married,Tier1,Card,1,M,call,6,6,3,1,4
410,4,Detractor,N,4,1,Not Married,Tier2,e-Wallet,3,F,call,8,4,2,7,3
411,9,Promoter,N,4,10,Married,Tier3,Cash,7,M,call,5,4,3,1,6
412,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,6,3,1,3,10
413,7,Passives,Y,4,9,Married,Tier2,Card,7,M,m-comm,10,5,1,9,6
414,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,1,F,call,7,4,7,2,7
415,6,Detractor,N,4,7,Married,Tier1,Cash,5,M,call,2,8,6,3,4
416,6,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,5,5,3,9,3
417,10,Promoter,Y,4,8,Married,Tier1,Card,8,M,m-comm,1,1,1,9,9
418,1,Detractor,N,4,4,Not Married,Tier1,e-Wallet,1,F,call,5,4,5,3,1
419,4,Detractor,N,4,1,Married,Tier2,Cash,7,M,call,10,9,4,2,4
420,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,6,F,call,5,9,2,7,4
421,9,Promoter,Y,4,2,Married,Tier1,Card,6,M,m-comm,5,4,9,8,7
422,3,Detractor,N,4,8,Not Married,Tier2,e-Wallet,6,F,call,4,7,1,3,1
423,9,Promoter,N,4,9,Married,Tier3,Cash,6,M,call,8,9,8,6,1
424,4,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,7,F,call,1,5,7,6,1
425,9,Promoter,Y,4,10,Married,Tier1,Card,9,M,m-comm,4,2,5,4,8
426,10,Promoter,N,4,6,Married,Tier1,e-Wallet,6,F,m-comm,7,7,6,9,7
427,2,Detractor,N,4,3,Married,Tier1,Cash,2,M,call,3,6,9,6,4
428,1,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,5,F,call,7,6,2,1,5
429,9,Promoter,Y,4,10,Married,Tier1,Card,5,M,m-comm,5,10,6,6,7
430,7,Passives,N,4,7,Not Married,Tier1,e-Wallet,7,F,e-comm,7,9,2,3,7
431,6,Detractor,N,4,5,Married,Tier2,Cash,2,M,call,6,7,2,1,4
432,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,6,F,call,5,7,8,6,1
433,3,Detractor,N,4,6,Married,Tier1,Card,5,M,call,1,4,10,10,5
434,7,Passives,N,4,4,Not Married,Tier2,e-Wallet,5,F,m-comm,8,2,9,5,1
435,9,Promoter,N,4,4,Married,Tier3,Cash,3,M,call,5,1,9,3,5
436,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,6,5,4,6,9
437,2,Detractor,N,4,10,Married,Tier2,Card,7,M,call,2,9,4,5,4
438,8,Passives,Y,4,7,Not Married,Tier3,e-Wallet,4,F,call,6,2,9,10,9
439,3,Detractor,N,4,10,Married,Tier1,Cash,2,M,call,2,4,4,9,4
440,2,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,call,5,2,7,4,2
441,7,Passives,N,4,8,Married,Tier3,Card,3,M,call,7,9,3,2,10
442,7,Passives,N,4,10,Not Married,Tier1,e-Wallet,3,F,e-comm,6,3,3,4,2
443,0,Detractor,N,4,8,Married,Tier2,Cash,6,M,call,6,3,6,4,4
444,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,5,10,7,4,7
445,8,Passives,Y,4,9,Married,Tier1,Card,2,M,e-comm,10,2,6,3,3
446,6,Detractor,N,4,10,Not Married,Tier2,e-Wallet,7,F,call,3,2,1,6,6
447,9,Promoter,N,4,5,Married,Tier3,Cash,7,M,call,5,6,6,2,7
448,1,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,2,F,call,2,3,9,7,6
449,3,Detractor,N,4,3,Married,Tier2,Card,6,M,call,10,4,9,9,3
450,9,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,9,10,9,6,7
451,8,Passives,Y,4,1,Married,Tier1,Cash,3,M,e-comm,9,6,2,1,9
452,7,Passives,N,4,4,Not Married,Tier2,Ziggy Credit,3,F,m-comm,2,2,1,9,10
453,8,Passives,Y,4,9,Married,Tier3,Card,7,M,call,4,9,3,2,2
454,0,Detractor,N,4,9,Not Married,Tier1,e-Wallet,2,F,call,5,8,4,1,6
455,9,Promoter,Y,4,9,Married,Tier1,Cash,7,M,m-comm,9,4,3,6,7
456,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,6,F,call,7,9,8,2,1
457,4,Detractor,N,4,8,Married,Tier1,Card,3,M,call,3,9,7,10,4
458,10,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,3,9,8,9,7
459,10,Promoter,Y,4,5,Married,Tier1,Cash,5,M,m-comm,7,7,5,8,8
460,3,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,1,F,call,4,8,10,9,3
461,0,Detractor,N,4,2,Married,Tier2,Card,3,M,call,6,6,7,10,3
462,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,4,F,call,5,10,1,1,5
463,4,Detractor,N,4,7,Married,Tier1,Cash,4,M,call,7,5,7,3,2
464,6,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,3,F,call,5,4,3,10,6
465,7,Passives,N,4,7,Married,Tier3,Card,6,M,call,7,7,10,5,6
466,2,Detractor,N,4,10,Not Married,Tier1,e-Wallet,4,F,call,1,5,4,9,6
467,4,Detractor,N,4,2,Married,Tier2,Cash,5,M,call,7,6,7,2,4
468,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,6,F,m-comm,8,6,3,10,7
469,5,Detractor,N,4,9,Married,Tier1,Card,2,M,call,7,8,9,4,2
470,9,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,1,5,5,9,8
471,9,Promoter,Y,4,2,Married,Tier3,Cash,5,M,call,4,7,5,1,6
472,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,5,9,8,7,7
473,5,Detractor,N,4,7,Married,Tier2,Card,4,M,call,2,7,4,1,6
474,8,Passives,Y,4,3,Not Married,Tier3,e-Wallet,1,F,call,4,10,6,3,7
475,5,Detractor,N,4,5,Married,Tier1,Cash,2,M,call,7,9,2,1,4
476,3,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,6,F,call,7,6,10,4,6
477,8,Passives,Y,4,1,Married,Tier3,Card,2,M,call,4,9,6,10,7
478,4,Detractor,N,4,2,Not Married,Tier1,e-Wallet,5,F,call,7,8,1,2,3
479,7,Passives,Y,4,2,Married,Tier2,Cash,7,M,m-comm,5,9,7,10,3
480,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,2,F,call,7,2,7,3,2
481,2,Detractor,N,4,1,Married,Tier1,Card,6,M,call,9,10,5,9,1
482,5,Detractor,N,4,1,Not Married,Tier2,e-Wallet,3,F,call,8,8,3,6,6
483,7,Passives,N,4,1,Married,Tier3,Cash,4,M,call,8,9,10,4,5
484,1,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,1,F,call,10,8,9,4,4
485,8,Passives,Y,4,6,Married,Tier2,Card,1,M,m-comm,10,3,2,1,7
486,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,1,F,call,7,3,5,8,7
487,6,Detractor,N,4,5,Married,Tier1,Cash,1,M,call,2,8,2,3,4
488,1,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,4,F,call,7,1,5,2,2
489,8,Passives,Y,4,9,Married,Tier3,Card,5,M,call,7,10,7,5,1
490,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,6,F,call,2,6,10,5,1
491,5,Detractor,N,4,2,Married,Tier2,Cash,2,M,call,8,9,2,5,6
492,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,1,F,call,5,5,6,3,9
493,1,Detractor,N,4,9,Married,Tier1,Card,2,M,call,2,10,10,1,4
494,4,Detractor,N,4,2,Not Married,Tier2,e-Wallet,2,F,call,4,2,10,7,1
495,7,Passives,N,4,7,Married,Tier3,Cash,5,M,call,5,9,10,6,1
496,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,9,1,7,10,8
497,2,Detractor,N,4,3,Married,Tier2,Card,3,M,call,8,2,3,8,2
498,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,2,F,call,7,1,9,10,3
499,4,Detractor,N,4,8,Married,Tier1,Cash,1,M,call,4,5,4,1,5
500,2,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,4,F,call,6,5,3,1,6
501,7,Passives,N,4,8,Married,Tier3,Card,2,M,call,7,6,2,2,3
502,5,Detractor,N,4,6,Not Married,Tier1,e-Wallet,6,F,call,5,1,10,10,4
503,7,Passives,Y,4,8,Married,Tier2,Cash,7,M,m-comm,8,9,7,6,2
504,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,1,F,call,6,9,4,10,9
505,2,Detractor,N,4,3,Married,Tier1,Card,2,M,call,7,5,9,1,3
506,3,Detractor,N,4,3,Not Married,Tier2,e-Wallet,7,F,call,5,1,8,8,2
507,9,Promoter,Y,4,10,Married,Tier1,Cash,6,M,m-comm,3,3,2,4,7
508,7,Passives,N,4,7,Not Married,Tier1,Ziggy Credit,3,F,e-comm,1,9,1,2,2
509,6,Detractor,N,4,10,Married,Tier2,Card,7,M,call,6,1,4,5,1
510,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,7,F,call,8,10,1,4,4
511,4,Detractor,N,4,4,Married,Tier1,Cash,3,M,call,4,1,3,7,5
512,7,Passives,N,4,6,Not Married,Tier2,Ziggy Credit,6,F,m-comm,3,7,5,3,5
513,7,Passives,N,4,8,Married,Tier3,Card,1,M,call,5,8,5,3,1
514,2,Detractor,N,4,5,Not Married,Tier1,e-Wallet,7,F,call,5,9,9,7,3
515,7,Passives,Y,4,6,Married,Tier2,Cash,6,M,m-comm,9,8,6,3,4
516,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,7,F,call,8,10,8,2,6
517,2,Detractor,N,4,3,Married,Tier1,Card,1,M,call,3,9,5,6,4
518,8,Passives,N,4,7,Not Married,Tier2,e-Wallet,5,F,m-comm,10,5,5,8,8
519,7,Passives,N,4,6,Married,Tier3,Cash,3,M,call,8,1,5,6,10
520,5,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,5,F,call,9,9,5,1,5
521,2,Detractor,N,4,10,Married,Tier2,Card,2,M,call,6,5,8,1,6
522,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,4,3,6,10,4
523,8,Passives,Y,4,7,Married,Tier1,Cash,5,M,e-comm,2,4,3,10,8
524,5,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,7,F,call,9,4,3,4,3
525,7,Passives,N,4,4,Married,Tier3,Card,3,M,call,4,2,10,2,8
526,9,Promoter,N,4,6,Married,Tier1,e-Wallet,5,F,m-comm,9,10,6,7,8
527,9,Promoter,Y,4,10,Married,Tier1,Cash,6,M,m-comm,8,9,3,4,9
528,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,5,F,m-comm,7,6,3,8,10
529,4,Detractor,N,4,3,Married,Tier1,Card,7,M,call,3,6,3,7,6
530,4,Detractor,N,4,3,Not Married,Tier2,e-Wallet,1,F,call,7,8,2,9,5
531,7,Passives,N,4,1,Married,Tier3,Cash,5,M,call,4,3,4,10,7
532,7,Passives,N,4,10,Not Married,Tier1,Ziggy Credit,6,F,e-comm,7,3,8,2,6
533,4,Detractor,N,4,2,Married,Tier2,Card,2,M,call,4,2,2,1,3
534,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,5,F,call,8,7,9,3,3
535,8,Passives,Y,4,5,Married,Tier1,Cash,5,M,e-comm,4,9,1,2,2
536,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,1,F,m-comm,9,2,7,4,5
537,7,Passives,N,4,5,Married,Tier3,Card,2,M,call,4,4,7,5,5
538,3,Detractor,N,4,9,Not Married,Tier1,e-Wallet,5,F,call,9,4,10,3,1
539,8,Passives,Y,4,10,Married,Tier2,Cash,5,M,m-comm,2,3,9,1,1
540,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,5,F,call,7,8,5,1,9
541,0,Detractor,N,4,5,Married,Tier1,Card,4,M,call,5,6,8,10,2
542,2,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,2,6,8,4,1
543,7,Passives,N,4,7,Married,Tier3,Cash,1,M,call,7,8,6,6,10
544,2,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,1,F,call,6,6,1,2,4
545,3,Detractor,N,4,5,Married,Tier2,Card,3,M,call,2,4,5,1,2
546,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,3,F,call,7,1,6,9,4
547,6,Detractor,Y,4,1,Married,Tier1,Cash,6,M,call,8,8,9,5,6
548,10,Promoter,Y,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,3,10,2,10,10
549,10,Promoter,N,4,8,Married,Tier1,Card,7,M,m-comm,4,10,4,5,8
550,8,Passives,N,4,4,Not Married,Tier1,e-Wallet,4,F,e-comm,7,2,8,9,6
551,7,Passives,Y,4,5,Married,Tier2,Cash,2,M,m-comm,4,8,6,9,7
552,7,Passives,Y,4,2,Not Married,Tier3,Ziggy Credit,4,F,call,4,6,4,9,10
553,3,Detractor,N,4,7,Married,Tier1,Card,3,M,call,5,10,8,8,1
554,10,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,1,1,10,9,10
555,8,Passives,Y,4,2,Married,Tier3,Cash,1,M,call,4,7,7,6,5
556,6,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,4,F,call,3,8,9,10,4
557,4,Detractor,N,4,6,Married,Tier2,Card,5,M,call,3,9,7,2,3
558,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,7,F,call,8,10,9,8,10
559,4,Detractor,N,4,6,Married,Tier1,Cash,3,M,call,2,2,9,9,6
560,2,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,6,F,call,4,2,3,10,2
561,7,Passives,N,4,2,Married,Tier3,Card,2,M,call,6,6,3,7,4
562,3,Detractor,N,4,5,Not Married,Tier1,e-Wallet,4,F,call,7,10,2,9,5
563,0,Detractor,N,4,1,Married,Tier2,Cash,1,M,call,1,6,2,7,1
564,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,5,F,call,5,3,10,9,7
565,9,Promoter,Y,4,4,Married,Tier1,Card,6,M,m-comm,6,6,10,1,10
566,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,7,10,3,10
567,7,Passives,N,4,3,Married,Tier3,Cash,6,M,call,8,9,5,9,9
568,3,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,1,F,call,5,10,5,1,6
569,2,Detractor,N,4,5,Married,Tier2,Card,2,M,call,7,8,1,1,6
570,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,6,2,3,6,10
571,3,Detractor,N,4,1,Married,Tier1,Cash,3,M,call,10,8,1,6,1
572,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,3,9,3,6,10
573,7,Passives,Y,4,10,Married,Tier3,Card,2,M,call,4,9,7,9,5
574,3,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,2,9,3,7,4
575,9,Promoter,Y,4,7,Married,Tier1,Cash,7,M,m-comm,1,8,4,1,7
576,8,Passives,Y,4,3,Not Married,Tier3,Ziggy Credit,7,F,call,4,4,10,8,3
577,5,Detractor,N,4,4,Married,Tier1,Card,6,M,call,7,3,1,10,6
578,10,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,5,5,9,7,9
579,7,Passives,N,4,10,Married,Tier3,Cash,3,M,call,4,4,10,9,6
580,8,Passives,N,4,10,Not Married,Tier1,Ziggy Credit,6,F,e-comm,4,3,4,1,3
581,0,Detractor,N,4,1,Married,Tier2,Card,2,M,call,9,4,3,2,4
582,10,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,9,10,2,2,10
583,1,Detractor,N,4,8,Married,Tier1,Cash,4,M,call,1,10,8,7,5
584,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,2,F,call,1,9,3,3,6
585,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,4,9,9,4,2
