"","x"
"2175",5330
"2176",466
"2177",3231
"2178",34
"2179",6203
"2180",1620
"2181",5854
"2182",3408
"2183",2400
"2184",2219
"2185",4081
"2186",1859
"2187",9189
"2188",9610
"2189",10395
"2190",28
"2191",2385
"2192",4993
"2193",7100
"2194",2550
"2195",6400
"2196",3683
"2197",2816
"2198",595
"2199",9560
"2200",3260
"2201",3475
"2202",5070
"2203",5688
"2204",10179
"2205",10010
"2206",2030
"2207",1802
"2208",852
"2209",142
"2210",356
"2211",1724
"2212",1801
"2213",9032
"2214",4380
"2215",3452
"2216",3566
"2217",7527
"2218",3775
"2219",5453
"2220",3103
"2221",1326
"2222",1654
"2223",7370
"2224",8620
"2225",9384
"2226",894
"2227",235
"2228",3444
"2229",6816
"2230",9806
"2231",3892
"2232",4924
"2233",2908
"2234",8923
"2235",6895
"2236",5188
"2237",3496
"2238",8605
"2239",4672
"2240",6806
"2241",2200
"2242",5606
"2243",2969
"2244",6488
"2245",10670
"2246",3385
"2247",1898
"2248",5403
"2249",9978
"2250",9534
"2251",7048
"2252",3482
"2253",2237
"2254",6412
"2255",7028
"2256",6649
"2257",8057
"2258",10161
"2259",4446
"2260",10035
"2261",10132
"2262",4770
"2263",6005
"2264",9427
"2265",9086
"2266",8356
"2267",7140
"2268",8372
"2269",514
"2270",2970
"2271",7391
"2272",3671
"2273",4175
"2274",5602
"2275",6240
"2276",9652
"2277",9614
"2278",10794
"2279",9677
"2280",5210
"2281",1794
"2282",79
"2283",4274
"2284",5118
"2285",2832
"2286",8854
"2287",10716
"2288",6939
"2289",2594
"2290",8703
"2291",3978
"2292",664
"2293",2552
"2294",1951
"2295",5504
"2296",9432
"2297",7607
"2298",5424
"2299",4004
"2300",5539
"2301",6921
"2302",4891
"2303",5864
"2304",8095
"2305",1997
"2306",6608
"2307",4275
"2308",137
"2309",10450
"2310",9110
"2311",7776
"2312",5589
"2313",9907
"2314",5146
"2315",3306
"2316",3007
"2317",1896
"2318",3858
"2319",3612
"2320",130
"2321",8890
"2322",4870
"2323",10276
"2324",7046
"2325",368
"2326",5052
"2327",382
"2328",3198
"2329",535
"2330",10691
"2331",6878
"2332",9220
"2333",6904
"2334",10407
"2335",8206
"2336",227
"2337",478
"2338",2504
"2339",7974
"2340",4434
"2341",8229
"2342",238
"2343",6386
"2344",4292
"2345",332
"2346",3569
"2347",8966
"2348",3543
"2349",8554
"2350",5375
"2351",5074
"2352",7894
"2353",8309
"2354",4372
"2355",7680
"2356",6508
"2357",10314
"2358",10089
"2359",8748
"2360",7168
"2361",3378
"2362",4991
"2363",2506
"2364",3020
"2365",4673
"2366",2349
"2367",6288
"2368",1498
"2369",2754
"2370",9336
"2371",4358
"2372",9904
"2373",882
"2374",4518
"2375",4526
"2376",1905
"2377",980
"2378",9685
"2379",2642
"2380",5406
"2381",5084
"2382",6578
"2383",6944
"2384",4880
"2385",3902
"2386",10666
"2387",1030
"2388",8489
"2389",6382
"2390",10841
"2391",8562
"2392",5160
"2393",748
"2394",10287
"2395",7390
"2396",5863
"2397",8468
"2398",5019
"2399",5940
"2400",6983
"2401",111
"2402",3667
"2403",1496
"2404",3128
"2405",9428
"2406",9914
"2407",6898
"2408",4974
"2409",6088
"2410",7926
"2411",7398
"2412",9285
"2413",7496
"2414",5042
"2415",8958
"2416",454
"2417",2362
"2418",7948
"2419",5413
"2420",7968
"2421",9048
"2422",6602
"2423",6072
"2424",8052
"2425",15
"2426",5898
"2427",1820
"2428",3912
"2429",7976
"2430",3388
"2431",9845
"2432",2742
"2433",1598
"2434",2667
"2435",10052
"2436",1470
"2437",4140
"2438",4476
"2439",6188
"2440",6342
"2441",2549
"2442",1846
"2443",2166
"2444",4629
"2445",3792
"2446",4902
"2447",9830
"2448",7644
"2449",9392
"2450",10126
"2451",10413
"2452",6218
"2453",7850
"2454",5704
"2455",3031
"2456",1910
"2457",1440
"2458",2292
"2459",4407
"2460",5124
"2461",1792
"2462",4551
"2463",4546
"2464",7778
"2465",6568
"2466",2809
"2467",9112
"2468",5409
"2469",1051
"2470",2064
"2471",10227
"2472",1316
"2473",2272
"2474",4532
"2475",2318
"2476",1259
"2477",4731
"2478",2279
"2479",8718
"2480",2859
"2481",3541
"2482",3390
"2483",76
"2484",7718
"2485",9466
"2486",6670
"2487",9902
"2488",9756
"2489",9274
"2490",1070
"2491",5767
"2492",8332
"2493",2637
"2494",2694
"2495",7230
"2496",10583
"2497",10522
"2498",6038
"2499",9646
"2500",1887
"2501",4529
"2502",3805
"2503",4220
"2504",8743
"2505",5249
"2506",3116
"2507",8710
"2508",9312
"2509",5916
"2510",3528
"2511",3404
"2512",509
"2513",9429
"2514",7450
"2515",8677
"2516",10270
"2517",1187
"2518",3769
"2519",2193
"2520",7792
"2521",8427
"2522",648
"2523",1969
"2524",3608
"2525",9142
"2526",10676
"2527",1642
"2528",5758
"2529",2254
"2530",6238
"2531",2429
"2532",3929
"2533",6390
"2534",9022
"2535",7656
"2536",2584
"2537",9403
"2538",9769
"2539",9422
"2540",7204
"2541",1144
"2542",1542
"2543",10410
"2544",2873
"2545",6614
"2546",2944
"2547",6166
"2548",10384
"2549",6655
"2550",8218
"2551",7522
"2552",2496
"2553",7178
"2554",9659
"2555",2003
"2556",8712
"2557",4736
"2558",9272
"2559",1571
"2560",4742
"2561",5032
"2562",602
"2563",8652
"2564",6454
"2565",6735
"2566",1583
"2567",5213
"2568",1215
"2569",8802
"2570",10380
"2571",7169
"2572",10536
"2573",5500
"2574",2034
"2575",1224
"2576",5082
"2577",9705
"2578",3791
"2579",761
"2580",9764
"2581",8353
"2582",9853
"2583",3304
"2584",2211
"2585",10844
"2586",1438
"2587",9050
"2588",6310
"2589",8090
"2590",5430
"2591",7179
"2592",10606
"2593",739
"2594",10596
"2595",1646
"2596",8962
"2597",10374
"2598",8602
"2599",7742
"2600",4792
"2601",3932
"2602",8896
"2603",3563
"2604",497
"2605",924
"2606",344
"2607",10046
"2608",4790
"2609",4194
"2610",10535
"2611",1149
"2612",5244
"2613",8944
"2614",3349
"2615",488
"2616",6028
"2617",7877
"2618",6262
"2619",8232
"2620",4141
"2621",9966
"2622",1373
"2623",10050
"2624",6326
"2625",3935
"2626",10188
"2627",9288
"2628",3253
"2629",6172
"2630",7018
"2631",776
"2632",10434
"2633",7292
"2634",10812
"2635",4011
"2636",3625
"2637",790
"2638",322
"2639",8208
"2640",3681
"2641",8342
"2642",4803
"2643",8298
"2644",926
"2645",6424
"2646",1674
"2647",376
"2648",198
"2649",518
"2650",4917
"2651",4681
"2652",467
"2653",2230
"2654",3751
"2655",974
"2656",7539
"2657",4076
"2658",7000
"2659",4170
"2660",5336
"2661",2793
"2662",328
"2663",4432
"2664",6007
"2665",5048
"2666",9570
"2667",8336
"2668",6271
"2669",4042
"2670",7825
"2671",2320
"2672",306
"2673",2884
"2674",7969
"2675",1164
"2676",7423
"2677",2981
"2678",5096
"2679",5204
"2680",7027
"2681",10387
"2682",2488
"2683",8941
"2684",3142
"2685",401
"2686",2979
"2687",1398
"2688",5565
"2689",6510
"2690",9
"2691",8546
"2692",1658
"2693",6459
"2694",9854
"2695",2485
"2696",1056
"2697",9833
"2698",4459
"2699",141
"2700",10136
"2701",5315
"2702",5117
"2703",10152
"2704",3694
"2705",6838
"2706",1379
"2707",4914
"2708",310
"2709",908
"2710",912
"2711",447
"2712",2628
"2713",8438
"2714",8184
"2715",868
"2716",8138
"2717",9265
"2718",1040
"2719",1469
"2720",3028
"2721",5654
"2722",6929
"2723",4368
"2724",3910
"2725",1700
"2726",1942
"2727",5014
"2728",7146
"2729",135
"2730",4008
"2731",840
"2732",3808
"2733",3074
"2734",769
"2735",3512
"2736",3214
"2737",8986
"2738",8970
"2739",1311
"2740",7189
"2741",4890
"2742",10685
"2743",9047
"2744",9906
"2745",458
"2746",7772
"2747",6308
"2748",3940
"2749",4348
"2750",9157
"2751",8623
"2752",4038
"2753",2722
"2754",2492
"2755",5912
"2756",5702
"2757",3446
"2758",3844
"2759",8474
"2760",1888
"2761",1150
"2762",292
"2763",2001
"2764",10584
"2765",3178
"2766",9739
"2767",7595
"2768",4397
"2769",8940
"2770",9755
"2771",10220
"2772",3347
"2773",7050
"2774",4665
"2775",99
"2776",10636
"2777",5852
"2778",875
"2779",8127
"2780",5675
"2781",3836
"2782",3276
"2783",3776
"2784",4466
"2785",5450
"2786",10474
"2787",8165
"2788",5359
"2789",8704
"2790",1840
"2791",4486
"2792",8952
"2793",398
"2794",3933
"2795",1240
"2796",10042
"2797",8638
"2798",42
"2799",6770
"2800",1370
"2801",1706
"2802",10340
"2803",2654
"2804",10652
"2805",1124
"2806",10108
"2807",6534
"2808",4855
"2809",4443
"2810",10728
"2811",546
"2812",5236
"2813",6625
"2814",3790
"2815",1835
"2816",6123
"2817",2404
"2818",6796
"2819",298
"2820",5860
"2821",3275
"2822",7878
"2823",58
"2824",1356
"2825",2854
"2826",6266
"2827",3460
"2828",1078
"2829",8237
"2830",8674
"2831",9686
"2832",7074
"2833",4426
"2834",10854
"2835",837
"2836",1408
"2837",3410
"2838",8031
"2839",5772
"2840",10024
"2841",2746
"2842",4328
"2843",7066
"2844",6243
"2845",9636
"2846",4700
"2847",492
"2848",1430
"2849",8339
"2850",4796
"2851",2280
"2852",6406
"2853",7132
"2854",10062
"2855",1922
"2856",3743
"2857",8608
"2858",10796
"2859",5345
"2860",5008
"2861",854
"2862",5433
"2863",9164
"2864",6036
"2865",10627
"2866",2004
"2867",4960
"2868",3188
"2869",6182
"2870",2505
"2871",10438
"2872",5959
"2873",5468
"2874",7975
"2875",263
"2876",5058
"2877",6448
"2878",5441
"2879",5030
"2880",3988
"2881",4366
"2882",8806
"2883",6012
"2884",6776
"2885",3029
"2886",6874
"2887",360
"2888",7768
"2889",1984
"2890",6402
"2891",7400
"2892",2968
"2893",4942
"2894",9916
"2895",1749
"2896",9584
"2897",2610
"2898",7712
"2899",7156
"2900",8038
"2901",9310
"2902",261
"2903",8046
"2904",5899
"2905",4350
"2906",8622
"2907",6356
"2908",7012
"2909",942
"2910",834
"2911",10734
"2912",6198
"2913",2451
"2914",1312
"2915",9704
"2916",2321
"2917",8014
"2918",260
"2919",10437
"2920",4264
"2921",1355
"2922",115
"2923",7555
"2924",5410
"2925",4804
"2926",5420
"2927",1152
"2928",4554
"2929",6064
"2930",4294
"2931",3081
"2932",284
"2933",1002
"2934",2414
"2935",2399
"2936",1786
"2937",3987
"2938",4626
"2939",7857
"2940",754
"2941",6640
"2942",6020
"2943",5630
"2944",177
"2945",857
"2946",1633
"2947",7067
"2948",952
"2949",7250
"2950",277
"2951",9416
"2952",1737
"2953",891
"2954",6992
"2955",9352
"2956",825
"2957",476
"2958",8186
"2959",1084
"2960",120
"2961",1211
"2962",7478
"2963",1704
"2964",9828
"2965",4230
"2966",2874
"2967",3948
"2968",8225
"2969",10232
"2970",5224
"2971",1034
"2972",7242
"2973",8408
"2974",1673
"2975",5133
"2976",1660
"2977",867
"2978",6371
"2979",6579
"2980",435
"2981",4506
"2982",1226
"2983",7387
"2984",4086
"2985",5540
"2986",8322
"2987",7114
"2988",4
"2989",3710
"2990",3732
"2991",7316
"2992",2482
"2993",2024
"2994",8864
"2995",9273
"2996",10375
"2997",10028
"2998",7381
"2999",8381
"3000",1748
"3001",9088
"3002",1858
"3003",8004
"3004",3962
"3005",7155
"3006",4288
"3007",8871
"3008",10433
"3009",8816
"3010",2499
"3011",7636
"3012",8822
"3013",9568
"3014",2928
"3015",8775
"3016",3822
"3017",10088
"3018",10412
"3019",9732
"3020",6564
"3021",9000
"3022",7099
"3023",5186
"3024",4618
"3025",1248
"3026",1304
"3027",3600
"3028",7052
"3029",2704
"3030",7996
"3031",8072
"3032",3286
"3033",10638
"3034",1089
"3035",1882
"3036",3588
"3037",8107
"3038",218
"3039",5009
"3040",5158
"3041",1428
"3042",6176
"3043",2440
"3044",2175
"3045",3086
"3046",724
"3047",9120
"3048",5650
"3049",10762
"3050",3520
"3051",4151
"3052",70
"3053",1170
"3054",10620
"3055",7883
"3056",8591
"3057",307
"3058",1803
"3059",9617
"3060",10170
"3061",4005
"3062",6347
"3063",3075
"3064",9895
"3065",8920
"3066",3583
"3067",5660
"3068",3570
"3069",3557
"3070",4371
"3071",1805
"3072",5853
"3073",4228
"3074",7352
"3075",9538
"3076",5103
"3077",2201
"3078",1331
"3079",334
"3080",1190
"3081",10209
"3082",7604
"3083",2107
"3084",3310
"3085",3554
"3086",5905
"3087",9159
"3088",6186
"3089",7578
"3090",9363
"3091",2456
"3092",508
"3093",8063
"3094",10034
"3095",8300
"3096",3628
"3097",8762
"3098",9736
"3099",10842
"3100",7384
"3101",8233
"3102",89
"3103",1848
"3104",3397
"3105",7664
"3106",7394
"3107",8613
"3108",6426
"3109",10570
"3110",3469
"3111",3531
"3112",4728
"3113",10334
"3114",1191
"3115",7736
"3116",4754
"3117",9246
"3118",589
"3119",10660
"3120",7608
"3121",8744
"3122",9788
"3123",2796
"3124",5128
"3125",6492
"3126",9146
"3127",1434
"3128",6834
"3129",4734
"3130",3564
"3131",4930
"3132",1116
"3133",1363
"3134",7662
"3135",8407
"3136",2033
"3137",2206
"3138",4324
"3139",10800
"3140",9548
"3141",657
"3142",10526
"3143",7460
"3144",8897
"3145",7327
"3146",7669
"3147",1809
"3148",5092
"3149",2257
"3150",3660
"3151",10613
"3152",5831
"3153",530
"3154",1222
"3155",192
"3156",937
"3157",10710
"3158",5760
"3159",9075
"3160",8398
"3161",1506
"3162",3223
"3163",6592
"3164",1736
"3165",2124
"3166",10154
